card_id,account_id,customer_id,card_type,network,issue_date,expiry_date,card_status
CARD007282,ACC009002,CUS009762,Debit,Mastercard,2024-06-09,2028-06-09,Active
CARD007283,ACC001434,CUS001073,Debit,Visa,2022-05-17,2026-05-17,Active
CARD007284,ACC007820,CUS001273,Credit,Visa,2021-11-08,2025-11-08,Active
CARD007285,ACC001678,CUS001342,Debit,Mastercard,2026-07-31,2030-07-31,Active
CARD007286,ACC000809,CUS008685,Credit,Mastercard,2025-05-29,2029-05-29,Active
CARD007287,ACC012331,CUS000270,Debit,RuPay,2021-12-13,2025-12-13,Active
CARD007288,ACC005406,CUS002264,Credit,Mastercard,2025-07-21,2029-07-21,Active
CARD007289,ACC002057,CUS000997,Debit,Visa,2023-01-19,2027-01-19,Blocked
CARD007290,ACC007502,CUS008438,Debit,Visa,2024-09-02,2028-09-02,Blocked
CARD007291,ACC007572,CUS007849,Debit,Mastercard,2022-06-18,2026-06-18,Active
CARD007292,ACC012276,CUS001126,Credit,RuPay,2022-05-21,2026-05-21,Active
CARD007293,ACC000502,CUS002386,Debit,Visa,2023-03-24,2027-03-24,Active
CARD007294,ACC000131,CUS000499,Debit,Visa,2026-07-06,2030-07-06,Active
CARD007295,ACC005157,CUS000853,Debit,Visa,2025-03-05,2029-03-05,Active
CARD007296,ACC002460,CUS001554,Debit,Mastercard,2022-09-21,2026-09-21,Active
CARD007297,ACC003658,CUS004582,Debit,Mastercard,2022-09-14,2026-09-14,Active
CARD007298,ACC004540,CUS000158,Credit,Mastercard,2022-09-26,2026-09-26,Blocked
CARD007299,ACC008522,CUS008487,Credit,Mastercard,2025-06-27,2029-06-27,Active
CARD007300,ACC002236,CUS002482,Debit,Visa,2022-03-15,2026-03-15,Active
CARD007301,ACC000236,CUS001029,Debit,Visa,2025-09-23,2029-09-23,Active
CARD007302,ACC007316,CUS003637,Credit,Visa,2023-10-27,2027-10-27,Active
CARD007303,ACC005886,CUS003779,Debit,Visa,2026-01-18,2030-01-18,Active
CARD007304,ACC005328,CUS003740,Debit,Mastercard,2022-06-18,2026-06-18,Active
CARD007305,ACC012869,CUS001084,Debit,Mastercard,2022-06-08,2026-06-08,Active
CARD007306,ACC000888,CUS004165,Credit,Mastercard,2024-01-17,2028-01-17,Active
CARD007307,ACC008584,CUS007340,Credit,Mastercard,2022-02-24,2026-02-24,Active
CARD007308,ACC003789,CUS001945,Credit,Visa,2022-06-20,2026-06-20,Active
CARD007309,ACC006102,CUS006246,Debit,Mastercard,2022-01-19,2026-01-19,Active
CARD007310,ACC008776,CUS003292,Debit,Visa,2022-11-02,2026-11-02,Active
CARD007311,ACC013405,CUS009651,Debit,Visa,2025-03-14,2029-03-14,Active
CARD007312,ACC001824,CUS002922,Credit,Visa,2025-11-17,2029-11-17,Active
CARD007313,ACC000108,CUS008694,Debit,Visa,2025-05-27,2029-05-27,Active
CARD007314,ACC000664,CUS008600,Credit,Visa,2023-03-05,2027-03-05,Active
CARD007315,ACC003542,CUS004316,Debit,Mastercard,2024-04-29,2028-04-29,Active
CARD007316,ACC010963,CUS001394,Debit,Mastercard,2023-04-06,2027-04-06,Active
CARD007317,ACC014361,CUS002051,Credit,Mastercard,2024-11-26,2028-11-26,Active
CARD007318,ACC013680,CUS004532,Credit,Visa,2024-07-27,2028-07-27,Active
CARD007319,ACC003288,CUS000928,Credit,Visa,2022-09-12,2026-09-12,Active
CARD007320,ACC006400,CUS009386,Debit,RuPay,2026-02-16,2030-02-16,Active
CARD007321,ACC000532,CUS007501,Credit,RuPay,2022-02-23,2026-02-23,Active
CARD007322,ACC007477,CUS000157,Debit,Mastercard,2023-06-26,2027-06-26,Active
CARD007323,ACC004596,CUS004345,Credit,RuPay,2024-09-18,2028-09-18,Active
CARD007324,ACC003185,CUS009618,Debit,Visa,2024-11-20,2028-11-20,Active
CARD007325,ACC008960,CUS005006,Debit,Visa,2023-04-25,2027-04-25,Blocked
CARD007326,ACC003175,CUS000668,Credit,Mastercard,2026-06-10,2030-06-10,Active
CARD007327,ACC014829,CUS004633,Credit,Mastercard,2023-04-27,2027-04-27,Active
CARD007328,ACC013333,CUS000237,Debit,Visa,2024-07-29,2028-07-29,Active
CARD007329,ACC000285,CUS005960,Credit,Visa,2026-02-11,2030-02-11,Expired
CARD007330,ACC013513,CUS005096,Debit,Visa,2022-12-15,2026-12-15,Active
CARD007331,ACC010046,CUS009505,Debit,Mastercard,2025-07-12,2029-07-12,Active
CARD007332,ACC002011,CUS003285,Credit,Visa,2024-12-21,2028-12-21,Active
CARD007333,ACC012360,CUS008608,Credit,Mastercard,2026-03-17,2030-03-17,Active
CARD007334,ACC013986,CUS003785,Debit,Visa,2021-11-28,2025-11-28,Active
CARD007335,ACC001839,CUS008646,Debit,Visa,2022-03-18,2026-03-18,Active
CARD007336,ACC013866,CUS000205,Credit,Visa,2025-09-22,2029-09-22,Active
CARD007337,ACC012898,CUS001531,Credit,Mastercard,2026-03-16,2030-03-16,Active
CARD007338,ACC012297,CUS001814,Credit,Visa,2021-12-01,2025-12-01,Active
CARD007339,ACC004431,CUS005843,Credit,Visa,2024-01-30,2028-01-30,Active
CARD007340,ACC007888,CUS005014,Debit,Visa,2025-03-03,2029-03-03,Active
CARD007341,ACC002042,CUS005671,Credit,RuPay,2022-07-16,2026-07-16,Active
CARD007342,ACC005982,CUS005552,Debit,RuPay,2024-11-29,2028-11-29,Active
CARD007343,ACC007588,CUS001614,Credit,Visa,2024-02-28,2028-02-28,Active
CARD007344,ACC005127,CUS004803,Debit,Visa,2024-03-04,2028-03-04,Active
CARD007345,ACC008697,CUS001202,Credit,Visa,2025-03-08,2029-03-08,Active
CARD007346,ACC004803,CUS009689,Credit,Visa,2025-09-28,2029-09-28,Active
CARD007347,ACC014578,CUS009555,Debit,Visa,2025-04-28,2029-04-28,Active
CARD007348,ACC001009,CUS009880,Debit,Visa,2026-04-28,2030-04-28,Active
CARD007349,ACC013730,CUS008468,Debit,Visa,2025-10-16,2029-10-16,Blocked
CARD007350,ACC007405,CUS006985,Debit,Mastercard,2022-06-28,2026-06-28,Blocked
CARD007351,ACC004200,CUS005209,Credit,Visa,2025-01-01,2029-01-01,Active
CARD007352,ACC014582,CUS009323,Debit,RuPay,2022-08-15,2026-08-15,Active
CARD007353,ACC008547,CUS004945,Credit,Visa,2025-05-17,2029-05-17,Active
CARD007354,ACC007418,CUS008059,Debit,RuPay,2025-11-01,2029-11-01,Active
CARD007355,ACC003768,CUS005796,Credit,Visa,2021-10-13,2025-10-13,Active
CARD007356,ACC003109,CUS004596,Credit,Visa,2024-10-30,2028-10-30,Active
CARD007357,ACC013894,CUS006147,Debit,RuPay,2023-08-07,2027-08-07,Active
CARD007358,ACC004279,CUS004601,Debit,Mastercard,2025-08-07,2029-08-07,Active
CARD007359,ACC005540,CUS006257,Debit,Visa,2025-06-18,2029-06-18,Active
CARD007360,ACC002679,CUS003858,Debit,Mastercard,2024-09-07,2028-09-07,Active
CARD007361,ACC014986,CUS001662,Debit,RuPay,2021-09-21,2025-09-21,Active
CARD007362,ACC000461,CUS003966,Credit,RuPay,2021-12-30,2025-12-30,Active
CARD007363,ACC005863,CUS005167,Debit,Visa,2023-09-12,2027-09-12,Active
CARD007364,ACC010025,CUS002960,Credit,Visa,2026-03-09,2030-03-09,Active
CARD007365,ACC007347,CUS006719,Debit,RuPay,2022-02-07,2026-02-07,Active
CARD007366,ACC005637,CUS006223,Debit,Visa,2024-08-04,2028-08-04,Active
CARD007367,ACC014393,CUS009531,Debit,Mastercard,2026-02-21,2030-02-21,Expired
CARD007368,ACC009464,CUS005907,Credit,Mastercard,2021-11-12,2025-11-12,Active
CARD007369,ACC001766,CUS008548,Debit,Visa,2025-01-11,2029-01-11,Blocked
CARD007370,ACC013341,CUS002351,Credit,Mastercard,2023-08-23,2027-08-23,Active
CARD007371,ACC009784,CUS004555,Debit,Mastercard,2022-10-08,2026-10-08,Active
CARD007372,ACC011978,CUS009406,Debit,Mastercard,2024-12-02,2028-12-02,Expired
CARD007373,ACC000865,CUS002098,Credit,RuPay,2023-06-13,2027-06-13,Active
CARD007374,ACC001311,CUS000569,Debit,Visa,2024-09-14,2028-09-14,Active
CARD007375,ACC013408,CUS005920,Debit,Mastercard,2021-12-24,2025-12-24,Active
CARD007376,ACC010998,CUS007994,Debit,Mastercard,2022-03-18,2026-03-18,Active
CARD007377,ACC006324,CUS006066,Debit,Mastercard,2024-11-14,2028-11-14,Active
CARD007378,ACC013581,CUS009107,Debit,Visa,2022-01-17,2026-01-17,Active
CARD007379,ACC002788,CUS008677,Credit,RuPay,2024-10-24,2028-10-24,Active
CARD007380,ACC000029,CUS001395,Credit,Mastercard,2025-06-19,2029-06-19,Active
CARD007381,ACC002669,CUS007164,Debit,Mastercard,2023-09-14,2027-09-14,Active
CARD007382,ACC009815,CUS001898,Debit,Mastercard,2024-10-15,2028-10-15,Active
CARD007383,ACC010426,CUS006907,Debit,Visa,2021-09-24,2025-09-24,Expired
CARD007384,ACC000156,CUS008761,Credit,Visa,2022-07-04,2026-07-04,Active
CARD007385,ACC003177,CUS006473,Debit,Visa,2021-10-01,2025-10-01,Active
CARD007386,ACC013983,CUS001386,Debit,Visa,2024-01-08,2028-01-08,Active
CARD007387,ACC007855,CUS006471,Debit,Visa,2025-05-22,2029-05-22,Active
CARD007388,ACC011969,CUS000197,Debit,Visa,2024-11-20,2028-11-20,Blocked
CARD007389,ACC011196,CUS005836,Debit,Mastercard,2021-10-27,2025-10-27,Active
CARD007390,ACC012830,CUS000008,Debit,Mastercard,2025-09-12,2029-09-12,Active
CARD007391,ACC013764,CUS005081,Debit,Visa,2022-12-10,2026-12-10,Active
CARD007392,ACC012390,CUS001386,Debit,Visa,2023-06-06,2027-06-06,Active
CARD007393,ACC006646,CUS000610,Credit,RuPay,2023-09-02,2027-09-02,Active
CARD007394,ACC002504,CUS008566,Debit,Visa,2022-09-10,2026-09-10,Active
CARD007395,ACC002358,CUS009632,Debit,RuPay,2022-10-26,2026-10-26,Active
CARD007396,ACC000598,CUS001902,Debit,Mastercard,2022-10-21,2026-10-21,Active
CARD007397,ACC005952,CUS008500,Credit,Mastercard,2024-12-26,2028-12-26,Active
CARD007398,ACC011660,CUS001905,Debit,RuPay,2026-03-19,2030-03-19,Active
CARD007399,ACC013300,CUS007897,Credit,Visa,2024-05-19,2028-05-19,Active
CARD007400,ACC002060,CUS001541,Debit,Visa,2023-04-27,2027-04-27,Active
CARD007401,ACC003000,CUS002761,Debit,Visa,2025-10-02,2029-10-02,Active
CARD007402,ACC003731,CUS003094,Debit,Mastercard,2021-11-05,2025-11-05,Active
CARD007403,ACC004900,CUS008815,Credit,Visa,2024-06-19,2028-06-19,Active
CARD007404,ACC011891,CUS006812,Credit,Visa,2026-01-05,2030-01-05,Active
CARD007405,ACC004045,CUS008057,Debit,Visa,2023-04-13,2027-04-13,Active
CARD007406,ACC004238,CUS001291,Credit,Visa,2025-08-29,2029-08-29,Active
CARD007407,ACC010209,CUS009050,Credit,Visa,2021-09-10,2025-09-10,Active
CARD007408,ACC007300,CUS004723,Debit,Visa,2025-07-10,2029-07-10,Active
CARD007409,ACC004741,CUS001423,Debit,RuPay,2025-05-06,2029-05-06,Active
CARD007410,ACC003370,CUS000652,Debit,Mastercard,2021-11-28,2025-11-28,Active
CARD007411,ACC013163,CUS002782,Debit,RuPay,2022-03-14,2026-03-14,Expired
CARD007412,ACC013116,CUS002761,Debit,Visa,2025-07-02,2029-07-02,Expired
CARD007413,ACC003621,CUS001649,Debit,Mastercard,2023-08-24,2027-08-24,Active
CARD007414,ACC007548,CUS004889,Debit,Visa,2026-07-06,2030-07-06,Active
CARD007415,ACC012601,CUS000534,Credit,RuPay,2025-06-28,2029-06-28,Active
CARD007416,ACC004020,CUS001195,Debit,Visa,2024-02-27,2028-02-27,Active
CARD007417,ACC003314,CUS005415,Debit,Visa,2023-10-12,2027-10-12,Active
CARD007418,ACC006699,CUS004046,Debit,Visa,2026-03-17,2030-03-17,Active
CARD007419,ACC006858,CUS007562,Debit,Mastercard,2023-05-02,2027-05-02,Active
CARD007420,ACC006455,CUS009078,Debit,Mastercard,2022-06-12,2026-06-12,Active
CARD007421,ACC014937,CUS002215,Credit,Visa,2023-01-12,2027-01-12,Active
CARD007422,ACC009172,CUS008338,Credit,Mastercard,2023-12-12,2027-12-12,Active
CARD007423,ACC012116,CUS003946,Debit,Mastercard,2024-10-29,2028-10-29,Active
CARD007424,ACC007433,CUS008959,Credit,Mastercard,2026-07-17,2030-07-17,Active
CARD007425,ACC012108,CUS005615,Debit,Visa,2026-01-24,2030-01-24,Active
CARD007426,ACC009780,CUS004021,Debit,Mastercard,2024-09-19,2028-09-19,Blocked
CARD007427,ACC012908,CUS005193,Debit,RuPay,2023-05-28,2027-05-28,Active
CARD007428,ACC002381,CUS005663,Credit,Visa,2021-09-26,2025-09-26,Active
CARD007429,ACC009397,CUS001745,Credit,Visa,2026-01-01,2030-01-01,Active
CARD007430,ACC014699,CUS006610,Credit,RuPay,2025-05-12,2029-05-12,Active
CARD007431,ACC006433,CUS003318,Debit,RuPay,2025-05-06,2029-05-06,Active
CARD007432,ACC008194,CUS000884,Debit,Visa,2024-03-10,2028-03-10,Active
CARD007433,ACC004631,CUS007050,Debit,RuPay,2024-04-29,2028-04-29,Blocked
CARD007434,ACC000784,CUS005058,Debit,Mastercard,2021-10-11,2025-10-11,Active
CARD007435,ACC011440,CUS002029,Credit,RuPay,2025-03-05,2029-03-05,Active
CARD007436,ACC004344,CUS001715,Credit,RuPay,2026-06-27,2030-06-27,Blocked
CARD007437,ACC012649,CUS006564,Debit,Visa,2023-01-17,2027-01-17,Active
CARD007438,ACC000214,CUS000109,Debit,RuPay,2025-09-18,2029-09-18,Active
CARD007439,ACC011908,CUS001292,Credit,Mastercard,2025-05-08,2029-05-08,Active
CARD007440,ACC014745,CUS006758,Debit,Mastercard,2025-06-27,2029-06-27,Active
CARD007441,ACC014916,CUS005323,Debit,RuPay,2022-06-05,2026-06-05,Active
CARD007442,ACC004594,CUS005217,Credit,Mastercard,2025-05-29,2029-05-29,Expired
CARD007443,ACC002156,CUS001952,Debit,Mastercard,2024-09-23,2028-09-23,Active
CARD007444,ACC008231,CUS001265,Debit,Mastercard,2024-09-04,2028-09-04,Blocked
CARD007445,ACC001006,CUS000685,Credit,Mastercard,2024-10-31,2028-10-31,Active
CARD007446,ACC004468,CUS001150,Credit,RuPay,2023-07-01,2027-07-01,Active
CARD007447,ACC007190,CUS002134,Credit,Visa,2022-01-10,2026-01-10,Active
CARD007448,ACC008380,CUS004066,Credit,Mastercard,2024-07-05,2028-07-05,Active
CARD007449,ACC002212,CUS003666,Debit,Visa,2024-12-02,2028-12-02,Active
CARD007450,ACC002737,CUS005358,Credit,Visa,2026-02-12,2030-02-12,Blocked
CARD007451,ACC012889,CUS002473,Credit,Mastercard,2022-12-08,2026-12-08,Active
CARD007452,ACC001999,CUS008645,Debit,Mastercard,2026-01-03,2030-01-03,Active
CARD007453,ACC012577,CUS003811,Debit,RuPay,2024-12-22,2028-12-22,Active
CARD007454,ACC009293,CUS004367,Credit,Mastercard,2024-09-22,2028-09-22,Active
CARD007455,ACC002259,CUS008671,Debit,Mastercard,2023-11-30,2027-11-30,Active
CARD007456,ACC008851,CUS002217,Debit,Visa,2024-08-09,2028-08-09,Active
CARD007457,ACC000839,CUS009814,Debit,Visa,2023-12-07,2027-12-07,Active
CARD007458,ACC013681,CUS005894,Debit,Mastercard,2025-03-27,2029-03-27,Expired
CARD007459,ACC010758,CUS003970,Debit,Mastercard,2021-10-30,2025-10-30,Active
CARD007460,ACC012060,CUS003498,Debit,Mastercard,2025-05-03,2029-05-03,Active
CARD007461,ACC001887,CUS007569,Debit,Mastercard,2026-02-13,2030-02-13,Active
CARD007462,ACC005313,CUS002810,Debit,Mastercard,2023-06-10,2027-06-10,Active
CARD007463,ACC011212,CUS009713,Credit,Mastercard,2022-03-25,2026-03-25,Active
CARD007464,ACC001229,CUS006500,Debit,Visa,2022-11-02,2026-11-02,Active
CARD007465,ACC008398,CUS009273,Credit,Visa,2024-11-13,2028-11-13,Active
CARD007466,ACC005902,CUS007646,Debit,Visa,2023-05-26,2027-05-26,Active
CARD007467,ACC005996,CUS009828,Credit,Visa,2025-06-03,2029-06-03,Active
CARD007468,ACC011916,CUS000770,Credit,Visa,2022-05-03,2026-05-03,Active
CARD007469,ACC012127,CUS003818,Credit,Visa,2025-04-25,2029-04-25,Active
CARD007470,ACC010043,CUS006648,Debit,Visa,2026-03-19,2030-03-19,Blocked
CARD007471,ACC011719,CUS007194,Credit,Mastercard,2024-03-23,2028-03-23,Active
CARD007472,ACC003428,CUS007371,Debit,RuPay,2022-03-31,2026-03-31,Active
CARD007473,ACC001617,CUS004508,Debit,Mastercard,2024-11-02,2028-11-02,Active
CARD007474,ACC010248,CUS004044,Debit,Visa,2024-01-02,2028-01-02,Blocked
CARD007475,ACC004686,CUS004257,Debit,Visa,2024-12-26,2028-12-26,Active
CARD007476,ACC013578,CUS007861,Debit,RuPay,2024-01-05,2028-01-05,Active
CARD007477,ACC003414,CUS005096,Debit,Visa,2025-04-14,2029-04-14,Active
CARD007478,ACC002405,CUS004703,Credit,RuPay,2024-04-13,2028-04-13,Active
CARD007479,ACC000592,CUS001082,Credit,Visa,2024-01-10,2028-01-10,Active
CARD007480,ACC001734,CUS000418,Debit,Mastercard,2024-06-15,2028-06-15,Active
CARD007481,ACC002864,CUS002263,Debit,Mastercard,2025-10-29,2029-10-29,Active
CARD007482,ACC010840,CUS003780,Debit,RuPay,2026-04-04,2030-04-04,Active
CARD007483,ACC011190,CUS004067,Debit,Visa,2025-11-20,2029-11-20,Blocked
CARD007484,ACC012542,CUS004634,Credit,Visa,2022-12-04,2026-12-04,Active
CARD007485,ACC009778,CUS000957,Debit,Mastercard,2025-05-17,2029-05-17,Active
CARD007486,ACC001583,CUS006332,Debit,Mastercard,2023-09-16,2027-09-16,Active
CARD007487,ACC005789,CUS003512,Debit,RuPay,2024-12-10,2028-12-10,Active
CARD007488,ACC010598,CUS008144,Credit,RuPay,2022-09-19,2026-09-19,Active
CARD007489,ACC003081,CUS001101,Debit,Mastercard,2024-10-13,2028-10-13,Active
CARD007490,ACC012017,CUS004183,Debit,RuPay,2022-09-29,2026-09-29,Active
CARD007491,ACC007152,CUS000294,Credit,RuPay,2025-12-28,2029-12-28,Active
CARD007492,ACC007746,CUS007392,Debit,Visa,2025-04-24,2029-04-24,Active
CARD007493,ACC004835,CUS004767,Debit,Visa,2025-03-05,2029-03-05,Active
CARD007494,ACC000837,CUS002612,Debit,Mastercard,2025-04-28,2029-04-28,Active
CARD007495,ACC011318,CUS004526,Debit,Visa,2025-09-01,2029-09-01,Active
CARD007496,ACC005520,CUS009505,Debit,Mastercard,2025-05-02,2029-05-02,Active
CARD007497,ACC002547,CUS005835,Debit,Visa,2021-09-18,2025-09-18,Active
CARD007498,ACC013192,CUS009299,Credit,RuPay,2024-07-27,2028-07-27,Active
CARD007499,ACC009750,CUS005157,Debit,Visa,2025-12-21,2029-12-21,Active
CARD007500,ACC003215,CUS002811,Debit,Visa,2022-08-02,2026-08-02,Active
CARD007501,ACC012921,CUS006999,Credit,Visa,2024-10-16,2028-10-16,Active
CARD007502,ACC006557,CUS000074,Debit,Mastercard,2022-06-09,2026-06-09,Active
CARD007503,ACC014368,CUS000705,Credit,Mastercard,2023-07-06,2027-07-06,Active
CARD007504,ACC000493,CUS004295,Credit,Visa,2025-11-26,2029-11-26,Active
CARD007505,ACC007952,CUS001795,Debit,Visa,2025-07-17,2029-07-17,Active
CARD007506,ACC011219,CUS006019,Debit,RuPay,2021-08-15,2025-08-15,Active
CARD007507,ACC010148,CUS000988,Debit,Mastercard,2023-03-29,2027-03-29,Active
CARD007508,ACC013479,CUS007410,Credit,Visa,2022-12-14,2026-12-14,Active
CARD007509,ACC014770,CUS004007,Debit,Visa,2024-07-23,2028-07-23,Active
CARD007510,ACC001988,CUS008063,Debit,Visa,2021-08-10,2025-08-10,Active
CARD007511,ACC007011,CUS009375,Debit,Visa,2023-02-05,2027-02-05,Active
CARD007512,ACC005646,CUS006370,Debit,Visa,2026-03-09,2030-03-09,Active
CARD007513,ACC008999,CUS002297,Credit,Visa,2023-01-04,2027-01-04,Blocked
CARD007514,ACC003033,CUS006885,Debit,RuPay,2025-11-14,2029-11-14,Active
CARD007515,ACC001223,CUS005067,Debit,Visa,2024-01-05,2028-01-05,Active
CARD007516,ACC000532,CUS007501,Debit,Visa,2024-03-04,2028-03-04,Active
CARD007517,ACC005682,CUS001890,Debit,RuPay,2024-10-19,2028-10-19,Active
CARD007518,ACC004775,CUS004652,Debit,RuPay,2024-09-07,2028-09-07,Expired
CARD007519,ACC000776,CUS002935,Credit,Mastercard,2022-08-09,2026-08-09,Active
CARD007520,ACC002939,CUS007924,Debit,Visa,2023-05-13,2027-05-13,Active
CARD007521,ACC011294,CUS006446,Debit,Mastercard,2024-07-25,2028-07-25,Active
CARD007522,ACC004855,CUS002427,Debit,Mastercard,2024-06-08,2028-06-08,Blocked
CARD007523,ACC009044,CUS006485,Debit,Mastercard,2021-12-30,2025-12-30,Active
CARD007524,ACC000231,CUS004310,Debit,Mastercard,2026-03-22,2030-03-22,Active
CARD007525,ACC008852,CUS000155,Debit,Mastercard,2024-01-10,2028-01-10,Active
CARD007526,ACC010780,CUS008351,Credit,Mastercard,2024-09-13,2028-09-13,Active
CARD007527,ACC002886,CUS008615,Debit,RuPay,2026-02-02,2030-02-02,Active
CARD007528,ACC009142,CUS008112,Debit,Visa,2023-10-31,2027-10-31,Active
CARD007529,ACC014793,CUS002364,Debit,Visa,2023-10-15,2027-10-15,Active
CARD007530,ACC005012,CUS002296,Credit,Visa,2022-09-08,2026-09-08,Active
CARD007531,ACC012951,CUS007954,Debit,Visa,2022-11-24,2026-11-24,Active
CARD007532,ACC011735,CUS002622,Debit,Visa,2021-10-15,2025-10-15,Active
CARD007533,ACC013897,CUS001357,Debit,Visa,2022-05-15,2026-05-15,Active
CARD007534,ACC006695,CUS007212,Debit,RuPay,2025-10-31,2029-10-31,Active
CARD007535,ACC006434,CUS000353,Debit,Visa,2026-02-06,2030-02-06,Active
CARD007536,ACC014486,CUS009308,Debit,RuPay,2021-11-10,2025-11-10,Active
CARD007537,ACC009816,CUS005351,Debit,RuPay,2025-02-19,2029-02-19,Active
CARD007538,ACC003897,CUS007623,Credit,Visa,2021-11-28,2025-11-28,Active
CARD007539,ACC007343,CUS001317,Debit,Mastercard,2022-11-24,2026-11-24,Active
CARD007540,ACC014866,CUS007652,Credit,Visa,2023-12-15,2027-12-15,Active
CARD007541,ACC013576,CUS000041,Debit,Visa,2022-02-25,2026-02-25,Active
CARD007542,ACC000317,CUS003694,Credit,Mastercard,2024-04-24,2028-04-24,Active
CARD007543,ACC012757,CUS007008,Debit,Visa,2024-09-28,2028-09-28,Active
CARD007544,ACC010654,CUS001192,Debit,RuPay,2024-12-18,2028-12-18,Active
CARD007545,ACC004218,CUS004710,Debit,RuPay,2025-10-07,2029-10-07,Active
CARD007546,ACC005110,CUS005727,Credit,Visa,2024-01-01,2028-01-01,Active
CARD007547,ACC003505,CUS001972,Debit,Visa,2025-04-26,2029-04-26,Active
CARD007548,ACC013512,CUS005695,Debit,Visa,2021-11-11,2025-11-11,Active
CARD007549,ACC005567,CUS007832,Credit,Visa,2023-05-15,2027-05-15,Active
CARD007550,ACC005041,CUS008207,Credit,Mastercard,2025-02-05,2029-02-05,Active
CARD007551,ACC009771,CUS003552,Debit,Mastercard,2024-05-08,2028-05-08,Expired
CARD007552,ACC012381,CUS008783,Debit,Mastercard,2022-11-24,2026-11-24,Active
CARD007553,ACC000145,CUS001687,Debit,Visa,2023-07-02,2027-07-02,Expired
CARD007554,ACC013128,CUS006940,Credit,Mastercard,2024-05-08,2028-05-08,Active
CARD007555,ACC012715,CUS003438,Debit,RuPay,2023-10-21,2027-10-21,Active
CARD007556,ACC007095,CUS001159,Debit,Visa,2021-10-16,2025-10-16,Active
CARD007557,ACC011710,CUS006518,Debit,Mastercard,2022-02-28,2026-02-28,Expired
CARD007558,ACC002805,CUS002692,Debit,Visa,2025-02-14,2029-02-14,Active
CARD007559,ACC004374,CUS000736,Debit,Mastercard,2022-07-03,2026-07-03,Active
CARD007560,ACC004369,CUS003735,Credit,RuPay,2023-04-18,2027-04-18,Active
CARD007561,ACC002298,CUS005692,Debit,Mastercard,2025-10-30,2029-10-30,Active
CARD007562,ACC013380,CUS003126,Debit,RuPay,2023-03-12,2027-03-12,Active
CARD007563,ACC007316,CUS003637,Debit,Visa,2023-12-26,2027-12-26,Active
CARD007564,ACC009902,CUS008689,Debit,Mastercard,2022-03-03,2026-03-03,Active
CARD007565,ACC003470,CUS005076,Credit,Visa,2024-02-19,2028-02-19,Active
CARD007566,ACC005535,CUS002235,Debit,RuPay,2024-04-13,2028-04-13,Active
CARD007567,ACC014083,CUS007540,Credit,RuPay,2023-05-13,2027-05-13,Active
CARD007568,ACC003039,CUS003045,Credit,Visa,2024-06-03,2028-06-03,Blocked
CARD007569,ACC009750,CUS005157,Debit,Visa,2024-07-29,2028-07-29,Active
CARD007570,ACC014462,CUS000883,Credit,Mastercard,2024-02-06,2028-02-06,Active
CARD007571,ACC013493,CUS005362,Debit,Visa,2022-01-19,2026-01-19,Expired
CARD007572,ACC000566,CUS005598,Debit,Visa,2025-05-04,2029-05-04,Active
CARD007573,ACC000027,CUS005246,Credit,Visa,2021-10-23,2025-10-23,Active
CARD007574,ACC008170,CUS008347,Debit,Visa,2023-10-04,2027-10-04,Active
CARD007575,ACC003544,CUS003298,Debit,Visa,2023-05-27,2027-05-27,Active
CARD007576,ACC003359,CUS006369,Debit,Visa,2026-01-26,2030-01-26,Active
CARD007577,ACC003040,CUS001947,Debit,RuPay,2025-12-18,2029-12-18,Active
CARD007578,ACC005799,CUS002637,Debit,Visa,2023-03-18,2027-03-18,Active
CARD007579,ACC014270,CUS006744,Debit,RuPay,2023-02-05,2027-02-05,Active
CARD007580,ACC007152,CUS000294,Debit,Mastercard,2025-03-10,2029-03-10,Active
CARD007581,ACC002617,CUS004145,Debit,Visa,2022-07-05,2026-07-05,Active
CARD007582,ACC013635,CUS007836,Credit,RuPay,2024-11-04,2028-11-04,Active
CARD007583,ACC014439,CUS008413,Credit,Visa,2022-06-12,2026-06-12,Active
CARD007584,ACC013118,CUS008614,Credit,RuPay,2023-04-07,2027-04-07,Active
CARD007585,ACC006137,CUS008511,Debit,Visa,2025-09-23,2029-09-23,Active
CARD007586,ACC001371,CUS004926,Debit,Visa,2024-06-19,2028-06-19,Active
CARD007587,ACC002337,CUS000466,Debit,Mastercard,2023-09-30,2027-09-30,Active
CARD007588,ACC002108,CUS003481,Debit,RuPay,2022-06-25,2026-06-25,Active
CARD007589,ACC007582,CUS000820,Credit,Mastercard,2025-07-03,2029-07-03,Active
CARD007590,ACC005517,CUS000027,Credit,RuPay,2021-10-30,2025-10-30,Active
CARD007591,ACC008340,CUS002232,Credit,Visa,2026-06-01,2030-06-01,Active
CARD007592,ACC009864,CUS004836,Debit,Visa,2022-10-01,2026-10-01,Active
CARD007593,ACC013795,CUS008849,Debit,Mastercard,2023-12-23,2027-12-23,Active
CARD007594,ACC006220,CUS000718,Debit,RuPay,2025-09-09,2029-09-09,Active
CARD007595,ACC009621,CUS000236,Debit,Visa,2022-04-19,2026-04-19,Active
CARD007596,ACC006285,CUS001112,Debit,RuPay,2021-12-31,2025-12-31,Active
CARD007597,ACC005878,CUS003163,Debit,Mastercard,2024-08-03,2028-08-03,Active
CARD007598,ACC005150,CUS007342,Debit,RuPay,2026-01-25,2030-01-25,Active
