device_id,device_type,operating_system,browser,device_status
DEV006746,Laptop,iOS,Chrome,Active
DEV006747,Mobile,Windows,Firefox,Active
DEV006748,Mobile,Android,Safari,Active
DEV006749,Mobile,Android,Chrome,Active
DEV006750,Mobile,Android,Chrome,Active
DEV006751,Mobile,Android,Chrome,Active
DEV006752,Laptop,Android,Chrome,Active
DEV006753,Mobile,Android,Chrome,Active
DEV006754,Mobile,Windows,Chrome,Active
DEV006755,Laptop,iOS,Edge,Active
DEV006756,Mobile,Android,Edge,Active
DEV006757,Mobile,Android,Edge,Active
DEV006758,Mobile,macOS,Chrome,Active
DEV006759,Mobile,Android,Chrome,Active
DEV006760,Mobile,iOS,Chrome,Active
DEV006761,Tablet,Android,Chrome,Active
DEV006762,Mobile,Android,Chrome,Active
DEV006763,Tablet,Android,Edge,Active
DEV006764,Mobile,Android,Chrome,Active
DEV006765,Mobile,Windows,Chrome,Active
DEV006766,Mobile,Android,Chrome,Active
DEV006767,Laptop,Android,Chrome,Active
DEV006768,Mobile,Android,Safari,Active
DEV006769,Mobile,iOS,Chrome,Active
DEV006770,Laptop,Android,Safari,Active
DEV006771,Mobile,Windows,Safari,Active
DEV006772,Mobile,Windows,Safari,Inactive
DEV006773,Laptop,Android,Chrome,Active
DEV006774,Mobile,iOS,Chrome,Active
DEV006775,Mobile,Android,Chrome,Active
DEV006776,Tablet,Android,Edge,Active
DEV006777,Mobile,Windows,Chrome,Active
DEV006778,Mobile,Windows,Edge,Active
DEV006779,Mobile,iOS,Chrome,Active
DEV006780,Mobile,Android,Edge,Active
DEV006781,Mobile,Android,Edge,Active
DEV006782,Tablet,Android,Safari,Active
DEV006783,Mobile,iOS,Safari,Inactive
DEV006784,Mobile,Android,Chrome,Inactive
DEV006785,Laptop,Android,Safari,Active
DEV006786,Mobile,Android,Chrome,Active
DEV006787,Tablet,Android,Safari,Active
DEV006788,Mobile,Android,Chrome,Active
DEV006789,Mobile,iOS,Safari,Active
DEV006790,Mobile,macOS,Edge,Active
DEV006791,Mobile,Android,Chrome,Active
DEV006792,Mobile,macOS,Safari,Active
DEV006793,Laptop,macOS,Safari,Active
DEV006794,Mobile,Android,Chrome,Active
DEV006795,Mobile,iOS,Chrome,Active
DEV006796,Mobile,Android,Chrome,Active
DEV006797,Laptop,Android,Chrome,Active
DEV006798,Mobile,Android,Chrome,Active
DEV006799,Tablet,Android,Edge,Active
DEV006800,Laptop,Android,Safari,Active
DEV006801,Laptop,iOS,Chrome,Active
DEV006802,Mobile,Windows,Chrome,Active
DEV006803,Mobile,Android,Safari,Active
DEV006804,Mobile,iOS,Edge,Active
DEV006805,Mobile,iOS,Safari,Active
DEV006806,Mobile,Android,Safari,Active
DEV006807,Mobile,Android,Chrome,Active
DEV006808,Laptop,Android,Chrome,Active
DEV006809,Mobile,Android,Chrome,Active
DEV006810,Mobile,Windows,Chrome,Active
DEV006811,Tablet,Android,Firefox,Inactive
DEV006812,Mobile,Android,Edge,Active
DEV006813,Mobile,Android,Safari,Active
DEV006814,Mobile,Android,Chrome,Active
DEV006815,Mobile,Android,Safari,Active
DEV006816,Mobile,Android,Chrome,Active
DEV006817,Mobile,Android,Chrome,Inactive
DEV006818,Laptop,iOS,Edge,Active
DEV006819,Mobile,Android,Firefox,Active
DEV006820,Tablet,iOS,Chrome,Active
DEV006821,Mobile,Android,Chrome,Active
DEV006822,Mobile,iOS,Edge,Active
DEV006823,Mobile,Android,Edge,Active
DEV006824,Mobile,Android,Chrome,Active
DEV006825,Laptop,Android,Chrome,Active
DEV006826,Mobile,Windows,Chrome,Active
DEV006827,Laptop,Android,Firefox,Active
DEV006828,Mobile,iOS,Safari,Active
DEV006829,Tablet,Android,Chrome,Active
DEV006830,Laptop,Android,Chrome,Active
DEV006831,Mobile,Windows,Safari,Active
DEV006832,Mobile,Windows,Chrome,Active
DEV006833,Mobile,macOS,Safari,Active
DEV006834,Mobile,iOS,Safari,Active
DEV006835,Mobile,Android,Chrome,Active
DEV006836,Mobile,Windows,Chrome,Active
DEV006837,Mobile,macOS,Firefox,Active
DEV006838,Mobile,Android,Chrome,Active
DEV006839,Mobile,iOS,Safari,Active
DEV006840,Mobile,Android,Firefox,Active
DEV006841,Tablet,Android,Chrome,Inactive
DEV006842,Mobile,iOS,Chrome,Active
DEV006843,Mobile,Windows,Chrome,Active
DEV006844,Tablet,iOS,Chrome,Inactive
DEV006845,Laptop,Android,Edge,Active
DEV006846,Laptop,Windows,Chrome,Active
DEV006847,Tablet,macOS,Firefox,Active
DEV006848,Laptop,Windows,Firefox,Active
DEV006849,Mobile,Windows,Edge,Active
DEV006850,Laptop,Android,Chrome,Active
DEV006851,Mobile,Android,Safari,Active
DEV006852,Mobile,Android,Safari,Active
DEV006853,Mobile,iOS,Safari,Inactive
DEV006854,Mobile,iOS,Firefox,Active
DEV006855,Mobile,Android,Edge,Active
DEV006856,Mobile,iOS,Chrome,Active
DEV006857,Mobile,macOS,Safari,Active
DEV006858,Mobile,Windows,Safari,Active
DEV006859,Mobile,Android,Chrome,Active
DEV006860,Mobile,iOS,Edge,Active
DEV006861,Mobile,Android,Edge,Active
DEV006862,Mobile,Android,Chrome,Active
DEV006863,Mobile,Android,Chrome,Active
DEV006864,Mobile,iOS,Firefox,Active
DEV006865,Mobile,Android,Edge,Active
DEV006866,Laptop,iOS,Chrome,Inactive
DEV006867,Laptop,macOS,Edge,Active
DEV006868,Mobile,macOS,Chrome,Active
DEV006869,Mobile,iOS,Edge,Active
DEV006870,Mobile,iOS,Chrome,Active
DEV006871,Tablet,iOS,Chrome,Active
DEV006872,Mobile,Android,Chrome,Active
DEV006873,Tablet,Android,Chrome,Active
DEV006874,Laptop,Android,Firefox,Active
DEV006875,Laptop,macOS,Firefox,Active
DEV006876,Laptop,iOS,Chrome,Active
DEV006877,Mobile,Android,Chrome,Active
DEV006878,Mobile,iOS,Chrome,Active
DEV006879,Laptop,Android,Firefox,Active
DEV006880,Tablet,Windows,Chrome,Active
DEV006881,Laptop,Android,Safari,Active
DEV006882,Laptop,Android,Chrome,Inactive
DEV006883,Mobile,Android,Chrome,Active
DEV006884,Mobile,iOS,Edge,Active
DEV006885,Laptop,Windows,Edge,Active
DEV006886,Mobile,Android,Chrome,Active
DEV006887,Mobile,Windows,Edge,Active
DEV006888,Mobile,Android,Chrome,Active
DEV006889,Tablet,Windows,Chrome,Active
DEV006890,Mobile,Android,Chrome,Active
DEV006891,Mobile,iOS,Edge,Active
DEV006892,Laptop,Android,Chrome,Active
DEV006893,Mobile,Windows,Safari,Active
DEV006894,Mobile,iOS,Chrome,Active
DEV006895,Mobile,Android,Safari,Active
DEV006896,Mobile,iOS,Edge,Active
DEV006897,Mobile,macOS,Edge,Active
DEV006898,Mobile,Android,Edge,Active
DEV006899,Mobile,Android,Chrome,Active
DEV006900,Mobile,Android,Chrome,Active
DEV006901,Mobile,Android,Chrome,Active
DEV006902,Mobile,macOS,Chrome,Inactive
DEV006903,Mobile,iOS,Firefox,Active
DEV006904,Mobile,Windows,Chrome,Inactive
DEV006905,Mobile,macOS,Safari,Active
DEV006906,Mobile,Windows,Edge,Active
DEV006907,Mobile,Android,Chrome,Inactive
DEV006908,Mobile,Android,Firefox,Active
DEV006909,Mobile,Android,Safari,Inactive
DEV006910,Laptop,Windows,Chrome,Active
DEV006911,Mobile,Android,Edge,Active
DEV006912,Mobile,iOS,Edge,Active
DEV006913,Tablet,Android,Safari,Active
DEV006914,Laptop,macOS,Edge,Active
DEV006915,Tablet,iOS,Safari,Active
DEV006916,Mobile,iOS,Chrome,Active
DEV006917,Laptop,macOS,Chrome,Active
DEV006918,Mobile,Android,Safari,Active
DEV006919,Mobile,iOS,Safari,Active
DEV006920,Mobile,Windows,Edge,Active
DEV006921,Mobile,Android,Safari,Active
DEV006922,Mobile,Android,Edge,Active
DEV006923,Tablet,iOS,Chrome,Active
DEV006924,Mobile,iOS,Chrome,Active
DEV006925,Laptop,Android,Chrome,Active
DEV006926,Mobile,Windows,Edge,Active
DEV006927,Tablet,macOS,Chrome,Active
DEV006928,Tablet,macOS,Edge,Inactive
DEV006929,Mobile,Windows,Edge,Active
DEV006930,Mobile,Android,Firefox,Active
DEV006931,Mobile,iOS,Firefox,Active
DEV006932,Mobile,Android,Chrome,Active
DEV006933,Tablet,iOS,Chrome,Active
DEV006934,Mobile,Android,Chrome,Active
DEV006935,Mobile,Windows,Firefox,Active
DEV006936,Mobile,iOS,Safari,Active
DEV006937,Mobile,Android,Chrome,Active
DEV006938,Mobile,Android,Safari,Active
DEV006939,Mobile,Android,Chrome,Active
DEV006940,Mobile,Android,Chrome,Inactive
DEV006941,Mobile,Android,Chrome,Active
DEV006942,Laptop,iOS,Firefox,Inactive
DEV006943,Mobile,Android,Safari,Active
DEV006944,Mobile,Android,Safari,Active
DEV006945,Mobile,Android,Chrome,Active
DEV006946,Mobile,iOS,Chrome,Active
DEV006947,Mobile,macOS,Chrome,Active
DEV006948,Mobile,Android,Edge,Inactive
DEV006949,Tablet,macOS,Safari,Active
DEV006950,Mobile,iOS,Safari,Active
DEV006951,Laptop,Android,Chrome,Active
DEV006952,Mobile,iOS,Safari,Active
DEV006953,Mobile,Android,Chrome,Active
DEV006954,Mobile,macOS,Edge,Active
DEV006955,Mobile,Android,Chrome,Active
DEV006956,Tablet,iOS,Chrome,Active
DEV006957,Mobile,Android,Safari,Active
DEV006958,Laptop,Android,Firefox,Active
DEV006959,Laptop,Android,Chrome,Active
DEV006960,Laptop,Android,Firefox,Active
DEV006961,Mobile,iOS,Chrome,Active
DEV006962,Mobile,Android,Chrome,Active
DEV006963,Tablet,iOS,Chrome,Active
DEV006964,Mobile,Windows,Safari,Active
DEV006965,Mobile,iOS,Firefox,Active
DEV006966,Laptop,Android,Chrome,Inactive
DEV006967,Mobile,Android,Chrome,Active
DEV006968,Mobile,Android,Chrome,Active
DEV006969,Mobile,iOS,Chrome,Active
DEV006970,Mobile,iOS,Edge,Active
DEV006971,Mobile,Android,Chrome,Active
DEV006972,Mobile,Android,Chrome,Active
DEV006973,Mobile,Android,Chrome,Active
DEV006974,Mobile,Android,Safari,Active
DEV006975,Laptop,iOS,Safari,Active
DEV006976,Mobile,Android,Chrome,Active
DEV006977,Mobile,macOS,Firefox,Inactive
DEV006978,Mobile,Android,Chrome,Active
DEV006979,Tablet,iOS,Chrome,Inactive
DEV006980,Mobile,Android,Chrome,Active
DEV006981,Mobile,Android,Safari,Active
DEV006982,Mobile,iOS,Chrome,Active
DEV006983,Mobile,iOS,Firefox,Active
DEV006984,Mobile,iOS,Chrome,Active
DEV006985,Mobile,Android,Chrome,Active
DEV006986,Tablet,Android,Chrome,Active
DEV006987,Mobile,Android,Chrome,Active
DEV006988,Mobile,iOS,Edge,Active
DEV006989,Mobile,Android,Chrome,Active
DEV006990,Mobile,iOS,Chrome,Active
DEV006991,Mobile,Windows,Chrome,Active
DEV006992,Mobile,Android,Chrome,Active
DEV006993,Mobile,Windows,Chrome,Inactive
DEV006994,Mobile,macOS,Firefox,Active
DEV006995,Laptop,Android,Edge,Active
DEV006996,Mobile,Windows,Chrome,Active
DEV006997,Mobile,iOS,Chrome,Active
DEV006998,Mobile,iOS,Edge,Active
DEV006999,Mobile,macOS,Firefox,Active
DEV007000,Laptop,Android,Chrome,Active
DEV007001,Tablet,Windows,Chrome,Inactive
DEV007002,Laptop,iOS,Chrome,Active
DEV007003,Mobile,iOS,Chrome,Active
DEV007004,Mobile,Android,Safari,Active
DEV007005,Mobile,Android,Chrome,Active
DEV007006,Mobile,macOS,Safari,Active
DEV007007,Laptop,Android,Chrome,Active
DEV007008,Mobile,Windows,Safari,Active
DEV007009,Laptop,Android,Chrome,Active
DEV007010,Mobile,Windows,Chrome,Active
DEV007011,Tablet,Android,Chrome,Active
DEV007012,Mobile,iOS,Firefox,Active
DEV007013,Mobile,macOS,Safari,Active
DEV007014,Laptop,Android,Chrome,Active
DEV007015,Mobile,Android,Chrome,Active
DEV007016,Mobile,macOS,Firefox,Active
DEV007017,Mobile,Windows,Chrome,Active
DEV007018,Mobile,iOS,Chrome,Active
DEV007019,Mobile,Android,Chrome,Inactive
DEV007020,Mobile,Android,Chrome,Active
DEV007021,Mobile,iOS,Chrome,Active
DEV007022,Mobile,macOS,Firefox,Active
DEV007023,Mobile,Android,Safari,Active
DEV007024,Mobile,Windows,Chrome,Inactive
DEV007025,Mobile,Android,Chrome,Active
DEV007026,Laptop,Windows,Chrome,Active
DEV007027,Laptop,Android,Chrome,Active
DEV007028,Mobile,Android,Edge,Active
DEV007029,Mobile,Android,Chrome,Active
DEV007030,Mobile,macOS,Edge,Active
DEV007031,Mobile,Android,Chrome,Active
DEV007032,Laptop,macOS,Safari,Active
DEV007033,Mobile,iOS,Chrome,Active
DEV007034,Mobile,Android,Chrome,Active
DEV007035,Mobile,Windows,Chrome,Active
DEV007036,Mobile,Android,Chrome,Active
DEV007037,Mobile,Windows,Chrome,Active
DEV007038,Mobile,iOS,Chrome,Active
DEV007039,Mobile,iOS,Edge,Active
DEV007040,Mobile,Windows,Safari,Active
DEV007041,Laptop,iOS,Firefox,Active
DEV007042,Mobile,iOS,Safari,Active
DEV007043,Laptop,iOS,Firefox,Active
DEV007044,Mobile,Android,Chrome,Active
DEV007045,Laptop,Android,Edge,Active
DEV007046,Mobile,Windows,Chrome,Active
DEV007047,Laptop,Windows,Safari,Active
DEV007048,Mobile,Android,Safari,Active
DEV007049,Mobile,iOS,Chrome,Active
DEV007050,Mobile,iOS,Safari,Inactive
DEV007051,Laptop,Android,Safari,Active
DEV007052,Mobile,macOS,Firefox,Active
DEV007053,Mobile,Android,Chrome,Active
DEV007054,Mobile,Android,Safari,Active
DEV007055,Mobile,Android,Chrome,Active
DEV007056,Laptop,Windows,Chrome,Active
DEV007057,Laptop,Android,Chrome,Active
DEV007058,Mobile,macOS,Chrome,Inactive
DEV007059,Mobile,Android,Chrome,Active
DEV007060,Mobile,Android,Edge,Active
DEV007061,Mobile,Android,Safari,Active
DEV007062,Mobile,Windows,Safari,Active
DEV007063,Mobile,Android,Safari,Active
DEV007064,Mobile,macOS,Safari,Active
DEV007065,Laptop,iOS,Edge,Active
DEV007066,Mobile,Windows,Chrome,Active
DEV007067,Mobile,Android,Firefox,Inactive
DEV007068,Tablet,macOS,Chrome,Active
DEV007069,Mobile,Android,Chrome,Active
DEV007070,Mobile,Android,Chrome,Active
DEV007071,Mobile,Android,Firefox,Active
DEV007072,Mobile,macOS,Safari,Active
DEV007073,Tablet,Android,Chrome,Active
DEV007074,Mobile,Android,Edge,Active
DEV007075,Mobile,iOS,Firefox,Active
DEV007076,Laptop,Windows,Chrome,Active
DEV007077,Laptop,Android,Safari,Inactive
DEV007078,Laptop,Android,Chrome,Active
DEV007079,Mobile,Windows,Chrome,Active
DEV007080,Mobile,Android,Chrome,Active
DEV007081,Mobile,Android,Chrome,Active
DEV007082,Laptop,macOS,Chrome,Active
DEV007083,Mobile,Android,Chrome,Active
DEV007084,Laptop,iOS,Firefox,Active
DEV007085,Mobile,macOS,Chrome,Inactive
DEV007086,Mobile,Android,Chrome,Active
DEV007087,Mobile,Android,Chrome,Active
DEV007088,Mobile,Android,Chrome,Active
DEV007089,Mobile,iOS,Chrome,Active
DEV007090,Mobile,Android,Chrome,Active
DEV007091,Mobile,iOS,Chrome,Inactive
DEV007092,Mobile,Android,Edge,Active
DEV007093,Mobile,Android,Edge,Active
DEV007094,Mobile,Android,Chrome,Active
DEV007095,Mobile,Windows,Chrome,Active
DEV007096,Mobile,iOS,Chrome,Active
DEV007097,Mobile,Android,Firefox,Active
DEV007098,Mobile,macOS,Chrome,Active
DEV007099,Mobile,iOS,Edge,Active
DEV007100,Mobile,macOS,Safari,Active
DEV007101,Mobile,Android,Chrome,Active
DEV007102,Laptop,Android,Chrome,Active
DEV007103,Mobile,Android,Chrome,Active
DEV007104,Mobile,iOS,Chrome,Active
DEV007105,Mobile,Windows,Edge,Active
DEV007106,Mobile,Android,Chrome,Active
DEV007107,Mobile,iOS,Edge,Active
DEV007108,Mobile,Android,Chrome,Active
DEV007109,Mobile,Android,Safari,Active
DEV007110,Mobile,iOS,Safari,Active
DEV007111,Mobile,Android,Chrome,Inactive
DEV007112,Mobile,Windows,Edge,Active
DEV007113,Tablet,Android,Chrome,Active
DEV007114,Mobile,macOS,Edge,Active
DEV007115,Mobile,Windows,Firefox,Active
DEV007116,Mobile,iOS,Safari,Active
DEV007117,Mobile,Android,Chrome,Active
DEV007118,Mobile,iOS,Safari,Active
DEV007119,Laptop,Windows,Edge,Active
DEV007120,Mobile,Android,Chrome,Active
DEV007121,Mobile,Android,Safari,Active
DEV007122,Mobile,iOS,Chrome,Active
DEV007123,Mobile,iOS,Safari,Active
DEV007124,Mobile,Windows,Safari,Active
DEV007125,Mobile,macOS,Safari,Active
DEV007126,Mobile,Android,Edge,Active
DEV007127,Mobile,Windows,Chrome,Active
DEV007128,Mobile,Android,Safari,Active
DEV007129,Laptop,Android,Chrome,Active
DEV007130,Mobile,Android,Firefox,Active
DEV007131,Laptop,Windows,Safari,Active
DEV007132,Mobile,Windows,Chrome,Active
DEV007133,Mobile,iOS,Firefox,Active
DEV007134,Laptop,Windows,Edge,Inactive
DEV007135,Tablet,iOS,Chrome,Active
DEV007136,Mobile,iOS,Chrome,Active
DEV007137,Mobile,Windows,Chrome,Active
DEV007138,Laptop,iOS,Chrome,Active
DEV007139,Mobile,macOS,Chrome,Active
DEV007140,Laptop,Android,Chrome,Active
DEV007141,Mobile,Android,Edge,Active
DEV007142,Mobile,Android,Safari,Active
DEV007143,Mobile,Android,Safari,Inactive
DEV007144,Mobile,Android,Chrome,Active
DEV007145,Tablet,iOS,Chrome,Active
DEV007146,Tablet,Android,Chrome,Active
DEV007147,Laptop,Android,Chrome,Active
DEV007148,Tablet,iOS,Chrome,Active
DEV007149,Mobile,macOS,Chrome,Active
DEV007150,Mobile,Android,Chrome,Active
DEV007151,Laptop,Android,Safari,Active
DEV007152,Mobile,Android,Chrome,Active
DEV007153,Mobile,iOS,Chrome,Active
DEV007154,Mobile,iOS,Safari,Active
DEV007155,Mobile,Android,Chrome,Active
DEV007156,Mobile,Windows,Chrome,Active
DEV007157,Mobile,Android,Chrome,Active
DEV007158,Mobile,macOS,Chrome,Active
DEV007159,Tablet,iOS,Chrome,Active
DEV007160,Mobile,Android,Edge,Active
DEV007161,Mobile,Windows,Chrome,Active
DEV007162,Mobile,Android,Chrome,Active
DEV007163,Tablet,Android,Chrome,Active
DEV007164,Mobile,Android,Firefox,Active
DEV007165,Mobile,Android,Chrome,Active
DEV007166,Mobile,iOS,Safari,Active
DEV007167,Mobile,Android,Chrome,Active
DEV007168,Mobile,iOS,Safari,Active
DEV007169,Laptop,macOS,Chrome,Active
DEV007170,Laptop,Android,Safari,Active
DEV007171,Laptop,macOS,Safari,Active
DEV007172,Laptop,Android,Chrome,Active
DEV007173,Mobile,Android,Chrome,Active
DEV007174,Laptop,iOS,Chrome,Active
DEV007175,Mobile,macOS,Chrome,Active
DEV007176,Mobile,iOS,Safari,Active
DEV007177,Mobile,Android,Firefox,Active
DEV007178,Mobile,Windows,Safari,Active
DEV007179,Laptop,Windows,Chrome,Active
DEV007180,Tablet,Android,Edge,Active
DEV007181,Mobile,Windows,Chrome,Active
DEV007182,Laptop,Android,Safari,Active
DEV007183,Mobile,macOS,Safari,Inactive
DEV007184,Mobile,iOS,Chrome,Inactive
DEV007185,Mobile,Android,Chrome,Inactive
DEV007186,Laptop,macOS,Safari,Active
DEV007187,Tablet,Android,Chrome,Active
DEV007188,Mobile,Android,Chrome,Inactive
DEV007189,Laptop,iOS,Chrome,Active
DEV007190,Mobile,Android,Chrome,Active
DEV007191,Mobile,Android,Chrome,Active
DEV007192,Mobile,macOS,Edge,Active
DEV007193,Mobile,Android,Safari,Active
DEV007194,Mobile,iOS,Firefox,Active
DEV007195,Mobile,iOS,Chrome,Active
DEV007196,Laptop,iOS,Chrome,Active
DEV007197,Mobile,macOS,Chrome,Inactive
DEV007198,Mobile,macOS,Chrome,Active
DEV007199,Tablet,iOS,Chrome,Active
DEV007200,Mobile,macOS,Edge,Active
DEV007201,Mobile,macOS,Firefox,Active
DEV007202,Mobile,Android,Chrome,Active
DEV007203,Mobile,iOS,Chrome,Active
DEV007204,Mobile,iOS,Safari,Active
DEV007205,Tablet,Windows,Chrome,Active
DEV007206,Mobile,iOS,Safari,Active
DEV007207,Mobile,iOS,Edge,Active
DEV007208,Mobile,Android,Chrome,Active
DEV007209,Tablet,Android,Chrome,Active
DEV007210,Mobile,iOS,Edge,Active
DEV007211,Tablet,Android,Chrome,Active
DEV007212,Mobile,Android,Firefox,Active
DEV007213,Mobile,Windows,Chrome,Active
DEV007214,Mobile,Android,Chrome,Active
DEV007215,Mobile,Android,Firefox,Active
DEV007216,Mobile,Android,Edge,Active
DEV007217,Mobile,iOS,Chrome,Active
DEV007218,Laptop,Android,Chrome,Active
DEV007219,Mobile,Android,Chrome,Active
DEV007220,Tablet,Android,Chrome,Active
DEV007221,Laptop,Android,Chrome,Active
DEV007222,Mobile,Android,Chrome,Active
DEV007223,Mobile,Android,Chrome,Active
DEV007224,Laptop,Windows,Edge,Active
DEV007225,Mobile,iOS,Firefox,Active
DEV007226,Laptop,macOS,Chrome,Active
DEV007227,Laptop,Android,Chrome,Active
DEV007228,Mobile,iOS,Firefox,Active
DEV007229,Tablet,Android,Edge,Active
DEV007230,Mobile,macOS,Chrome,Active
DEV007231,Mobile,Android,Safari,Active
DEV007232,Mobile,Android,Chrome,Inactive
DEV007233,Mobile,Android,Chrome,Inactive
DEV007234,Mobile,Android,Firefox,Active
DEV007235,Laptop,iOS,Edge,Active
DEV007236,Mobile,Android,Edge,Active
DEV007237,Mobile,iOS,Chrome,Active
DEV007238,Mobile,Android,Safari,Inactive
DEV007239,Mobile,Android,Edge,Active
DEV007240,Mobile,Android,Chrome,Active
DEV007241,Mobile,Android,Edge,Active
DEV007242,Mobile,Android,Chrome,Active
DEV007243,Mobile,Android,Chrome,Inactive
DEV007244,Mobile,Android,Chrome,Active
DEV007245,Mobile,iOS,Chrome,Active
DEV007246,Tablet,Windows,Firefox,Active
DEV007247,Mobile,Windows,Chrome,Inactive
DEV007248,Laptop,iOS,Firefox,Active
DEV007249,Mobile,macOS,Chrome,Active
DEV007250,Mobile,Android,Safari,Inactive
DEV007251,Mobile,iOS,Edge,Active
DEV007252,Mobile,Android,Chrome,Active
DEV007253,Mobile,macOS,Firefox,Active
DEV007254,Tablet,Windows,Chrome,Inactive
DEV007255,Tablet,Android,Safari,Active
DEV007256,Mobile,Android,Chrome,Inactive
DEV007257,Laptop,Android,Chrome,Active
DEV007258,Mobile,macOS,Chrome,Active
DEV007259,Mobile,macOS,Edge,Active
DEV007260,Mobile,Android,Chrome,Active
DEV007261,Laptop,Android,Safari,Active
DEV007262,Mobile,iOS,Chrome,Active
DEV007263,Mobile,Android,Chrome,Active
DEV007264,Laptop,iOS,Chrome,Active
DEV007265,Laptop,Windows,Safari,Inactive
DEV007266,Mobile,iOS,Chrome,Active
DEV007267,Mobile,Android,Chrome,Active
DEV007268,Mobile,Android,Chrome,Active
DEV007269,Mobile,Windows,Firefox,Active
DEV007270,Mobile,macOS,Edge,Active
DEV007271,Tablet,Android,Chrome,Active
DEV007272,Mobile,Android,Safari,Active
DEV007273,Tablet,Android,Chrome,Active
DEV007274,Mobile,Android,Chrome,Inactive
DEV007275,Mobile,iOS,Chrome,Active
DEV007276,Mobile,Windows,Safari,Active
DEV007277,Mobile,Android,Edge,Active
DEV007278,Mobile,macOS,Edge,Active
DEV007279,Laptop,macOS,Firefox,Active
DEV007280,Mobile,Android,Edge,Active
DEV007281,Mobile,iOS,Chrome,Active
DEV007282,Mobile,Android,Chrome,Inactive
DEV007283,Mobile,Android,Chrome,Active
DEV007284,Mobile,iOS,Chrome,Active
DEV007285,Tablet,iOS,Safari,Active
DEV007286,Mobile,iOS,Firefox,Active
DEV007287,Mobile,Android,Safari,Active
DEV007288,Mobile,macOS,Chrome,Active
DEV007289,Mobile,Windows,Safari,Active
DEV007290,Tablet,iOS,Firefox,Inactive
DEV007291,Mobile,Android,Safari,Inactive
DEV007292,Mobile,iOS,Firefox,Active
DEV007293,Mobile,Android,Chrome,Active
DEV007294,Tablet,Windows,Safari,Inactive
DEV007295,Mobile,Windows,Chrome,Active
DEV007296,Mobile,iOS,Edge,Active
DEV007297,Mobile,Android,Chrome,Active
DEV007298,Mobile,Android,Chrome,Active
DEV007299,Mobile,Android,Firefox,Active
DEV007300,Tablet,Windows,Chrome,Active
DEV007301,Mobile,Android,Edge,Active
DEV007302,Mobile,Android,Safari,Active
DEV007303,Laptop,Android,Edge,Active
DEV007304,Mobile,Android,Firefox,Active
DEV007305,Mobile,iOS,Safari,Inactive
DEV007306,Mobile,iOS,Edge,Inactive
DEV007307,Mobile,Android,Chrome,Active
DEV007308,Mobile,Android,Firefox,Active
DEV007309,Mobile,Android,Safari,Active
DEV007310,Laptop,Android,Edge,Active
DEV007311,Mobile,Android,Safari,Active
DEV007312,Tablet,Android,Firefox,Inactive
DEV007313,Mobile,Android,Edge,Inactive
DEV007314,Mobile,Android,Chrome,Active
DEV007315,Mobile,Android,Chrome,Active
DEV007316,Mobile,macOS,Edge,Active
DEV007317,Mobile,macOS,Chrome,Active
DEV007318,Mobile,Android,Chrome,Active
DEV007319,Mobile,Windows,Chrome,Inactive
DEV007320,Mobile,Android,Edge,Active
DEV007321,Mobile,Windows,Firefox,Active
DEV007322,Laptop,iOS,Edge,Active
DEV007323,Mobile,Android,Firefox,Active
DEV007324,Mobile,Android,Chrome,Active
DEV007325,Mobile,macOS,Chrome,Active
DEV007326,Tablet,Windows,Chrome,Active
DEV007327,Mobile,Android,Firefox,Active
DEV007328,Tablet,Android,Safari,Active
DEV007329,Mobile,Android,Chrome,Inactive
DEV007330,Mobile,iOS,Safari,Active
DEV007331,Mobile,Windows,Edge,Inactive
DEV007332,Mobile,Android,Chrome,Active
DEV007333,Mobile,Windows,Safari,Active
DEV007334,Mobile,Android,Edge,Active
DEV007335,Mobile,Android,Edge,Active
DEV007336,Mobile,iOS,Edge,Active
DEV007337,Mobile,macOS,Chrome,Active
DEV007338,Laptop,Android,Chrome,Active
DEV007339,Mobile,Android,Safari,Active
DEV007340,Tablet,Android,Chrome,Active
DEV007341,Mobile,iOS,Safari,Active
DEV007342,Laptop,iOS,Firefox,Inactive
DEV007343,Mobile,Android,Firefox,Active
DEV007344,Mobile,Android,Safari,Active
DEV007345,Tablet,Android,Edge,Active
DEV007346,Mobile,Windows,Edge,Active
DEV007347,Laptop,Android,Edge,Active
DEV007348,Mobile,Windows,Chrome,Active
DEV007349,Mobile,Android,Safari,Active
DEV007350,Mobile,iOS,Safari,Active
DEV007351,Mobile,iOS,Firefox,Active
DEV007352,Laptop,macOS,Firefox,Active
DEV007353,Mobile,Android,Chrome,Inactive
DEV007354,Mobile,Windows,Safari,Active
DEV007355,Mobile,Windows,Chrome,Active
DEV007356,Laptop,iOS,Safari,Active
DEV007357,Mobile,Android,Chrome,Active
DEV007358,Mobile,Android,Edge,Active
DEV007359,Mobile,iOS,Firefox,Active
DEV007360,Laptop,macOS,Chrome,Active
DEV007361,Mobile,Windows,Chrome,Inactive
DEV007362,Mobile,Android,Edge,Active
DEV007363,Laptop,Android,Edge,Active
DEV007364,Mobile,Windows,Edge,Active
DEV007365,Laptop,Windows,Firefox,Active
DEV007366,Tablet,iOS,Chrome,Active
DEV007367,Mobile,Android,Chrome,Active
DEV007368,Mobile,iOS,Safari,Active
DEV007369,Laptop,macOS,Chrome,Active
DEV007370,Mobile,iOS,Chrome,Active
