credit_profile_id,customer_id,credit_score,credit_utilization,total_credit_limit,outstanding_balance,delinquency_count,last_updated
CRP004472,CUS004472,668,68.57,25845.63,17722.35,1,2026-06-18
CRP004473,CUS004473,553,40.01,66842.57,26743.71,1,2025-08-28
CRP004474,CUS004474,684,10.26,34830.53,3573.61,0,2026-03-16
CRP004475,CUS004475,312,43.26,16358.13,7076.53,0,2025-09-02
CRP004476,CUS004476,846,89.77,36503.99,32769.63,1,2026-03-14
CRP004477,CUS004477,551,44.92,9473.86,4255.66,1,2025-09-22
CRP004478,CUS004478,440,22.13,26688.47,5906.16,0,2025-08-31
CRP004479,CUS004479,605,45.46,85871.29,39037.09,0,2026-04-20
CRP004480,CUS004480,334,43.78,17933.21,7851.16,2,2025-11-26
CRP004481,CUS004481,371,28.32,147589.4,41797.32,0,2025-09-16
CRP004482,CUS004482,694,47.97,22830.25,10951.67,1,2026-06-15
CRP004483,CUS004483,782,52.29,84624.01,44249.89,1,2025-08-30
CRP004484,CUS004484,765,24.89,23901.85,5949.17,0,2025-09-15
CRP004485,CUS004485,406,94.3,46979.22,44301.4,0,2025-09-30
CRP004486,CUS004486,442,34.99,46531.28,16281.29,2,2026-02-19
CRP004487,CUS004487,747,67.66,16200.6,10961.33,0,2026-03-06
CRP004488,CUS004488,595,87.69,18951.21,16618.32,2,2025-12-24
CRP004489,CUS004489,322,15.25,32566.45,4966.38,0,2026-02-18
CRP004490,CUS004490,314,14.75,52567.97,7753.78,0,2026-02-14
CRP004491,CUS004491,792,37.73,17321.78,6535.51,2,2026-03-31
CRP004492,CUS004492,650,77.95,17635.39,13746.79,1,2025-10-01
CRP004493,CUS004493,385,60.69,40795.45,24758.76,0,2026-03-23
CRP004494,CUS004494,311,43.0,55282.96,23771.67,1,2026-04-18
CRP004495,CUS004495,645,41.38,39884.17,16504.07,0,2026-04-20
CRP004496,CUS004496,501,56.1,29315.01,16445.72,1,2026-04-03
CRP004497,CUS004497,631,24.69,52963.28,13076.63,1,2025-12-31
CRP004498,CUS004498,570,78.61,75026.19,58978.09,0,2025-09-02
CRP004499,CUS004499,506,30.11,22601.84,6805.41,0,2025-10-28
CRP004500,CUS004500,892,55.89,25856.73,14451.33,0,2026-02-02
CRP004501,CUS004501,704,3.99,20815.22,830.53,1,2026-05-14
CRP004502,CUS004502,646,35.86,112208.73,40238.05,0,2025-11-07
CRP004503,CUS004503,840,65.06,97234.46,63260.74,0,2025-09-03
CRP004504,CUS004504,487,9.77,14131.02,1380.6,0,2025-11-08
CRP004505,CUS004505,735,73.36,27752.25,20359.05,0,2026-04-03
CRP004506,CUS004506,662,23.66,77558.39,18350.32,1,2025-10-11
CRP004507,CUS004507,309,85.53,26244.15,22446.62,0,2026-06-28
CRP004508,CUS004508,531,37.21,40256.15,14979.31,1,2026-03-19
CRP004509,CUS004509,653,73.25,14721.63,10783.59,1,2025-11-17
CRP004510,CUS004510,810,56.77,164697.68,93498.87,0,2026-04-28
CRP004511,CUS004511,706,39.73,11022.22,4379.13,0,2026-03-30
CRP004512,CUS004512,465,40.5,53815.11,21795.12,0,2026-07-25
CRP004513,CUS004513,531,3.3,8342.44,275.3,0,2025-08-29
CRP004514,CUS004514,824,66.2,25207.33,16687.25,0,2026-07-10
CRP004515,CUS004515,778,79.51,25944.46,20628.44,1,2026-05-17
CRP004516,CUS004516,689,20.25,140995.51,28551.59,1,2026-04-09
CRP004517,CUS004517,608,77.86,83778.41,65229.87,0,2026-07-15
CRP004518,CUS004518,794,70.92,17674.6,12534.83,0,2026-06-11
CRP004519,CUS004519,736,83.74,45957.34,38484.68,0,2026-01-29
CRP004520,CUS004520,433,86.54,239080.68,206900.42,0,2026-08-04
CRP004521,CUS004521,715,24.11,45970.53,11083.49,0,2025-11-04
CRP004522,CUS004522,376,13.72,22259.74,3054.04,1,2026-07-23
CRP004523,CUS004523,846,83.75,8654.01,7247.73,0,2026-03-02
CRP004524,CUS004524,301,75.23,139049.21,104606.72,0,2025-11-05
CRP004525,CUS004525,652,2.52,11820.37,297.87,0,2026-02-12
CRP004526,CUS004526,827,70.0,141225.23,98857.66,1,2026-01-07
CRP004527,CUS004527,776,31.98,64725.37,20699.17,0,2025-12-12
CRP004528,CUS004528,592,40.73,47107.96,19187.07,0,2026-01-12
CRP004529,CUS004529,471,57.37,47519.68,27262.04,0,2026-07-03
CRP004530,CUS004530,491,90.76,38839.14,35250.4,0,2025-11-16
CRP004531,CUS004531,693,10.06,48621.01,4891.27,0,2026-02-28
CRP004532,CUS004532,721,1.17,101277.02,1184.94,0,2026-07-14
CRP004533,CUS004533,356,62.19,30467.19,18947.55,0,2025-08-11
CRP004534,CUS004534,683,0.38,25089.17,95.34,0,2026-02-10
CRP004535,CUS004535,507,94.4,23185.08,21886.72,0,2026-06-22
CRP004536,CUS004536,325,6.61,151527.88,10015.99,0,2025-09-09
CRP004537,CUS004537,804,44.98,24334.14,10945.5,1,2026-07-06
CRP004538,CUS004538,775,45.44,29289.19,13309.01,3,2025-12-23
CRP004539,CUS004539,698,24.59,8648.78,2126.74,0,2025-08-14
CRP004540,CUS004540,599,5.75,52026.38,2991.52,1,2026-05-21
CRP004541,CUS004541,593,71.14,33293.33,23684.87,0,2026-08-04
CRP004542,CUS004542,710,83.24,53634.8,44645.61,0,2025-12-05
CRP004543,CUS004543,579,30.11,105143.85,31658.81,0,2025-11-01
CRP004544,CUS004544,710,79.96,221584.8,177179.21,0,2026-02-04
CRP004545,CUS004545,810,86.57,11920.12,10319.25,1,2026-05-24
CRP004546,CUS004546,536,92.98,23136.51,21512.33,1,2026-02-27
CRP004547,CUS004547,486,66.44,17027.24,11312.9,0,2025-12-08
CRP004548,CUS004548,332,41.08,154221.31,63354.11,1,2026-04-04
CRP004549,CUS004549,550,80.34,29606.39,23785.77,0,2025-11-29
CRP004550,CUS004550,714,43.31,13222.24,5726.55,1,2026-06-04
CRP004551,CUS004551,454,74.3,62118.59,46154.11,0,2025-11-04
CRP004552,CUS004552,800,86.68,37425.41,32440.35,2,2026-02-22
CRP004553,CUS004553,542,60.97,15883.92,9684.43,0,2026-03-02
CRP004554,CUS004554,374,68.46,2432.03,1664.97,0,2026-02-16
CRP004555,CUS004555,539,71.26,169474.6,120767.6,0,2026-01-17
CRP004556,CUS004556,845,77.65,50844.66,39480.88,0,2025-10-13
CRP004557,CUS004557,516,32.58,35113.87,11440.1,0,2026-06-01
CRP004558,CUS004558,595,86.04,12195.96,10493.4,2,2026-04-18
CRP004559,CUS004559,565,84.83,26492.13,22473.27,0,2026-03-19
CRP004560,CUS004560,569,72.32,53190.89,38467.65,0,2026-06-14
CRP004561,CUS004561,686,0.99,66878.63,662.1,0,2026-01-19
CRP004562,CUS004562,457,57.5,37112.73,21339.82,0,2026-04-09
CRP004563,CUS004563,651,80.62,41538.74,33488.53,1,2026-04-16
CRP004564,CUS004564,897,79.53,12907.85,10265.61,0,2025-11-03
CRP004565,CUS004565,781,81.53,47334.81,38592.07,1,2025-09-24
CRP004566,CUS004566,607,86.02,29465.12,25345.9,0,2025-12-02
CRP004567,CUS004567,546,86.07,24178.8,20810.69,1,2026-04-06
CRP004568,CUS004568,381,82.67,116778.9,96541.12,1,2026-01-20
CRP004569,CUS004569,449,10.96,30047.59,3293.22,0,2025-10-05
CRP004570,CUS004570,314,29.16,12228.11,3565.72,0,2025-12-12
CRP004571,CUS004571,762,2.83,43030.81,1217.77,0,2026-03-12
CRP004572,CUS004572,424,35.68,18406.43,6567.41,0,2026-06-29
CRP004573,CUS004573,895,73.93,139337.57,103012.27,1,2026-03-08
CRP004574,CUS004574,487,22.9,21771.09,4985.58,0,2026-04-07
CRP004575,CUS004575,869,22.46,19687.54,4421.82,0,2025-11-07
CRP004576,CUS004576,407,4.49,45237.49,2031.16,0,2026-07-16
CRP004577,CUS004577,850,56.0,39633.85,22194.96,0,2025-12-17
CRP004578,CUS004578,842,66.69,45401.08,30277.98,0,2026-04-25
CRP004579,CUS004579,377,4.64,130783.63,6068.36,2,2026-04-05
CRP004580,CUS004580,645,37.47,66095.72,24766.07,1,2026-03-09
CRP004581,CUS004581,601,58.06,6601.74,3832.97,0,2026-06-07
CRP004582,CUS004582,830,85.76,96676.54,82909.8,2,2026-05-11
CRP004583,CUS004583,314,14.14,3488.18,493.23,0,2026-02-11
CRP004584,CUS004584,541,67.23,18651.61,12539.48,0,2026-05-15
CRP004585,CUS004585,335,24.62,79108.37,19476.48,0,2026-04-23
CRP004586,CUS004586,333,53.59,67770.47,36318.19,1,2026-02-25
CRP004587,CUS004587,364,63.93,82942.35,53025.04,0,2026-02-09
CRP004588,CUS004588,808,0.7,21086.87,147.61,0,2026-02-01
CRP004589,CUS004589,407,15.02,17130.33,2572.98,0,2026-03-16
CRP004590,CUS004590,682,66.47,38650.5,25690.99,1,2026-05-28
CRP004591,CUS004591,522,18.65,198609.12,37040.6,0,2026-07-15
CRP004592,CUS004592,580,77.24,24140.48,18646.11,0,2026-07-11
CRP004593,CUS004593,700,67.89,27191.53,18460.33,1,2026-05-31
CRP004594,CUS004594,360,80.33,40409.82,32461.21,0,2025-11-18
CRP004595,CUS004595,369,68.07,11948.32,8133.22,1,2026-06-12
CRP004596,CUS004596,731,65.12,17136.73,11159.44,1,2025-10-15
CRP004597,CUS004597,646,79.69,85472.64,68113.15,0,2026-05-10
CRP004598,CUS004598,760,39.91,33933.86,13543.0,0,2025-12-20
CRP004599,CUS004599,576,84.73,34623.42,29336.42,1,2026-02-02
CRP004600,CUS004600,615,93.71,55818.79,52307.79,1,2025-09-05
CRP004601,CUS004601,885,72.19,29244.94,21111.92,0,2025-12-28
CRP004602,CUS004602,471,23.33,79255.96,18490.42,0,2025-08-15
CRP004603,CUS004603,345,40.64,9448.55,3839.89,1,2025-12-09
CRP004604,CUS004604,331,39.35,39767.66,15648.57,0,2025-11-09
CRP004605,CUS004605,769,49.91,68280.16,34078.63,0,2026-01-26
CRP004606,CUS004606,341,64.83,23828.74,15448.17,0,2026-01-08
CRP004607,CUS004607,811,1.04,47048.64,489.31,0,2026-05-16
CRP004608,CUS004608,489,20.12,28021.69,5637.96,0,2026-01-21
CRP004609,CUS004609,390,60.47,27138.91,16410.9,0,2026-04-07
CRP004610,CUS004610,623,32.64,71787.92,23431.58,0,2026-04-17
CRP004611,CUS004611,339,21.65,46644.44,10098.52,0,2025-10-19
CRP004612,CUS004612,525,67.61,66073.85,44672.53,1,2025-10-11
CRP004613,CUS004613,409,78.85,30469.3,24025.04,0,2026-01-20
CRP004614,CUS004614,703,86.62,35943.18,31133.98,0,2025-09-05
CRP004615,CUS004615,579,84.61,81338.65,68820.63,0,2026-06-10
CRP004616,CUS004616,600,67.31,60116.13,40464.17,1,2026-07-31
CRP004617,CUS004617,689,90.04,39571.08,35629.8,0,2025-10-21
CRP004618,CUS004618,620,87.09,50983.44,44401.48,1,2026-02-03
CRP004619,CUS004619,780,19.27,25402.59,4895.08,0,2025-12-15
CRP004620,CUS004620,755,20.07,20301.2,4074.45,1,2025-10-13
CRP004621,CUS004621,742,43.34,9420.86,4083.0,0,2026-04-27
CRP004622,CUS004622,820,31.63,49302.9,15594.51,0,2026-07-07
CRP004623,CUS004623,316,91.93,9925.57,9124.58,0,2026-03-05
CRP004624,CUS004624,522,69.46,44563.62,30953.89,0,2026-04-23
CRP004625,CUS004625,650,36.51,23357.72,8527.9,1,2026-04-24
CRP004626,CUS004626,881,20.88,31127.38,6499.4,1,2025-08-15
CRP004627,CUS004627,885,73.81,23117.38,17062.94,0,2025-10-25
CRP004628,CUS004628,689,63.28,27784.84,17582.25,1,2026-06-23
CRP004629,CUS004629,323,60.73,18810.49,11423.61,0,2026-02-11
CRP004630,CUS004630,414,83.91,34111.48,28622.94,1,2026-02-10
CRP004631,CUS004631,435,24.54,115984.55,28462.61,0,2026-06-10
CRP004632,CUS004632,894,14.07,81780.66,11506.54,0,2025-09-21
CRP004633,CUS004633,841,83.03,66614.72,55310.2,0,2026-05-25
CRP004634,CUS004634,397,2.88,71789.53,2067.54,0,2026-01-11
CRP004635,CUS004635,343,94.03,130184.34,122412.33,0,2026-03-23
CRP004636,CUS004636,776,23.98,27106.83,6500.22,0,2025-08-07
CRP004637,CUS004637,429,50.34,85255.93,42917.84,0,2026-02-12
CRP004638,CUS004638,307,86.13,101443.26,87373.08,0,2026-06-03
CRP004639,CUS004639,378,37.5,104094.26,39035.35,0,2025-10-04
CRP004640,CUS004640,813,26.85,20993.13,5636.66,1,2026-03-08
CRP004641,CUS004641,322,2.08,8316.78,172.99,0,2025-11-05
CRP004642,CUS004642,572,85.35,10570.25,9021.71,0,2026-04-04
CRP004643,CUS004643,888,53.28,74738.77,39820.82,0,2025-09-06
CRP004644,CUS004644,821,12.32,7883.9,971.3,0,2026-01-19
CRP004645,CUS004645,533,76.22,37153.97,28318.76,0,2025-11-21
CRP004646,CUS004646,555,29.43,25808.14,7595.34,1,2026-07-08
CRP004647,CUS004647,392,0.69,6904.81,47.64,1,2026-07-10
CRP004648,CUS004648,886,40.14,42845.71,17198.27,1,2026-01-10
CRP004649,CUS004649,651,73.71,28673.64,21135.34,0,2026-02-24
CRP004650,CUS004650,340,76.68,7325.61,5617.28,1,2026-03-27
CRP004651,CUS004651,433,45.33,17199.76,7796.65,0,2026-01-05
CRP004652,CUS004652,628,88.86,46864.54,41643.83,0,2026-07-04
CRP004653,CUS004653,707,94.78,14908.85,14130.61,0,2025-11-30
CRP004654,CUS004654,876,8.52,17878.56,1523.25,0,2025-10-01
CRP004655,CUS004655,711,3.81,112089.79,4270.62,0,2025-11-16
CRP004656,CUS004656,792,50.56,26680.7,13489.76,0,2025-10-18
CRP004657,CUS004657,716,56.15,74133.14,41625.76,0,2026-05-13
CRP004658,CUS004658,852,3.77,63269.85,2385.27,1,2026-05-26
CRP004659,CUS004659,638,35.19,64616.38,22738.5,0,2026-03-07
CRP004660,CUS004660,396,65.37,66904.47,43735.45,0,2026-04-01
CRP004661,CUS004661,549,33.56,13993.18,4696.11,0,2025-12-12
CRP004662,CUS004662,334,33.5,73237.62,24534.6,0,2025-09-24
CRP004663,CUS004663,398,77.61,101621.63,78868.55,0,2026-07-10
CRP004664,CUS004664,804,3.53,20022.67,706.8,0,2025-08-07
CRP004665,CUS004665,359,81.51,20921.39,17053.02,0,2026-05-01
CRP004666,CUS004666,488,4.01,39065.11,1566.51,1,2025-08-21
CRP004667,CUS004667,423,1.2,70562.93,846.76,0,2026-06-27
CRP004668,CUS004668,575,39.25,204221.53,80156.95,0,2026-01-14
CRP004669,CUS004669,864,0.51,220210.29,1123.07,1,2026-07-23
CRP004670,CUS004670,410,14.44,16543.87,2388.93,0,2026-01-07
CRP004671,CUS004671,350,33.05,18693.18,6178.1,0,2025-10-04
CRP004672,CUS004672,831,33.11,51770.58,17141.24,0,2026-04-17
CRP004673,CUS004673,443,11.98,155680.88,18650.57,0,2026-04-22
CRP004674,CUS004674,524,71.51,128957.54,92217.54,1,2026-03-10
CRP004675,CUS004675,773,48.45,28535.55,13825.47,0,2025-10-14
CRP004676,CUS004676,483,68.93,31643.94,21812.17,0,2026-08-04
CRP004677,CUS004677,855,39.45,38075.72,15020.87,0,2026-06-10
CRP004678,CUS004678,561,4.87,16905.77,823.31,0,2026-02-13
CRP004679,CUS004679,834,87.31,33576.51,29315.65,1,2026-07-14
CRP004680,CUS004680,491,12.81,12783.74,1637.6,1,2025-09-19
CRP004681,CUS004681,609,13.57,35992.05,4884.12,1,2026-04-20
CRP004682,CUS004682,379,27.84,86030.74,23950.96,1,2026-02-15
CRP004683,CUS004683,736,50.57,24769.49,12525.93,1,2026-06-23
CRP004684,CUS004684,304,29.57,35290.97,10435.54,0,2026-07-01
CRP004685,CUS004685,757,60.57,326012.09,197465.52,1,2026-02-08
CRP004686,CUS004686,311,51.99,78707.36,40919.96,1,2026-06-26
CRP004687,CUS004687,424,61.99,96457.78,59794.18,0,2026-03-20
CRP004688,CUS004688,752,8.86,13091.9,1159.94,1,2026-01-10
CRP004689,CUS004689,349,88.79,22266.78,19770.67,0,2025-08-30
CRP004690,CUS004690,693,36.09,56448.37,20372.22,0,2025-12-07
CRP004691,CUS004691,616,68.02,43033.25,29271.22,1,2026-05-20
CRP004692,CUS004692,756,4.11,45409.16,1866.32,1,2025-11-22
CRP004693,CUS004693,312,78.68,31127.31,24490.97,1,2025-08-17
CRP004694,CUS004694,616,55.75,95475.67,53227.69,1,2026-02-06
CRP004695,CUS004695,738,3.18,33929.93,1078.97,0,2025-11-08
CRP004696,CUS004696,321,4.13,61484.96,2539.33,0,2025-10-01
CRP004697,CUS004697,300,30.93,5789.2,1790.6,1,2025-12-16
CRP004698,CUS004698,750,22.8,45385.84,10347.97,1,2026-03-13
CRP004699,CUS004699,359,92.79,34097.63,31639.19,1,2025-08-14
CRP004700,CUS004700,863,53.14,27203.82,14456.11,1,2026-02-07
CRP004701,CUS004701,488,31.78,7069.99,2246.84,0,2025-08-14
CRP004702,CUS004702,396,71.89,43868.82,31537.29,1,2026-02-17
CRP004703,CUS004703,322,52.88,27265.97,14418.24,0,2026-02-18
CRP004704,CUS004704,689,38.31,24349.7,9328.37,1,2025-09-11
CRP004705,CUS004705,670,9.64,66245.73,6386.09,0,2026-05-14
CRP004706,CUS004706,728,6.99,55981.35,3913.1,0,2026-03-11
CRP004707,CUS004707,604,9.98,108667.84,10845.05,0,2026-03-18
CRP004708,CUS004708,810,27.99,10458.71,2927.39,0,2026-04-06
CRP004709,CUS004709,592,89.12,13036.34,11617.99,0,2025-09-24
CRP004710,CUS004710,317,30.84,76166.5,23489.75,0,2026-07-27
CRP004711,CUS004711,656,7.62,39535.23,3012.58,0,2025-10-30
CRP004712,CUS004712,526,69.17,32555.46,22518.61,0,2025-08-19
CRP004713,CUS004713,528,75.91,49470.92,37553.38,0,2025-09-29
CRP004714,CUS004714,559,28.81,30059.06,8660.02,0,2026-05-27
CRP004715,CUS004715,783,72.12,44684.83,32226.7,0,2026-01-14
CRP004716,CUS004716,587,10.95,332487.96,36407.43,0,2025-11-06
CRP004717,CUS004717,475,61.68,16197.17,9990.41,1,2026-04-29
CRP004718,CUS004718,611,61.39,31530.82,19356.77,0,2025-09-25
CRP004719,CUS004719,896,55.84,138487.19,77331.25,1,2026-07-21
CRP004720,CUS004720,768,14.39,40905.13,5886.25,0,2026-02-03
CRP004721,CUS004721,345,48.73,31006.08,15109.26,1,2025-12-08
CRP004722,CUS004722,837,24.68,26871.1,6631.79,0,2026-03-17
CRP004723,CUS004723,660,34.9,24224.31,8454.28,2,2025-12-14
CRP004724,CUS004724,519,82.23,36880.77,30327.06,0,2025-09-07
CRP004725,CUS004725,643,23.0,15081.32,3468.7,1,2025-09-04
CRP004726,CUS004726,314,23.55,166544.95,39221.34,0,2026-03-14
CRP004727,CUS004727,393,41.5,81177.41,33688.63,1,2025-09-22
CRP004728,CUS004728,877,23.53,9925.27,2335.42,0,2026-07-10
CRP004729,CUS004729,784,59.7,107981.3,64464.84,1,2025-12-18
CRP004730,CUS004730,504,46.73,54137.01,25298.22,0,2026-02-02
CRP004731,CUS004731,330,73.75,25154.1,18551.15,1,2026-01-12
CRP004732,CUS004732,848,79.0,49097.51,38787.03,0,2025-12-12
CRP004733,CUS004733,677,51.01,17707.99,9032.85,1,2026-04-13
CRP004734,CUS004734,546,39.16,60458.41,23675.51,0,2026-01-01
CRP004735,CUS004735,498,57.58,27820.81,16019.22,0,2026-05-14
CRP004736,CUS004736,350,49.09,32742.82,16073.45,1,2026-04-23
CRP004737,CUS004737,695,35.16,14334.25,5039.92,1,2025-08-08
CRP004738,CUS004738,357,41.12,13374.27,5499.5,1,2026-03-18
CRP004739,CUS004739,495,80.24,117093.84,93956.1,0,2025-08-18
CRP004740,CUS004740,500,60.97,9164.03,5587.31,0,2025-12-03
CRP004741,CUS004741,467,60.8,15557.85,9459.17,1,2025-11-06
CRP004742,CUS004742,478,68.11,25285.27,17221.8,1,2026-06-20
CRP004743,CUS004743,573,94.51,38378.65,36271.66,1,2026-07-20
CRP004744,CUS004744,569,49.1,28864.56,14172.5,0,2026-01-04
CRP004745,CUS004745,338,58.08,22186.18,12885.73,0,2025-12-11
CRP004746,CUS004746,714,44.87,49425.27,22177.12,1,2026-07-04
CRP004747,CUS004747,749,32.71,53772.27,17588.91,0,2025-11-07
CRP004748,CUS004748,439,65.13,19847.5,12926.68,0,2025-11-24
CRP004749,CUS004749,624,65.7,41001.7,26938.12,0,2025-11-05
CRP004750,CUS004750,599,55.27,15454.3,8541.59,0,2026-07-04
CRP004751,CUS004751,562,7.28,7210.69,524.94,1,2026-02-02
CRP004752,CUS004752,606,1.38,23899.59,329.81,1,2026-04-06
CRP004753,CUS004753,570,76.89,34011.68,26151.58,1,2026-02-24
CRP004754,CUS004754,363,10.39,12377.11,1285.98,0,2025-10-12
CRP004755,CUS004755,716,36.46,67698.59,24682.91,0,2025-08-28
CRP004756,CUS004756,775,21.6,33475.12,7230.63,0,2025-08-22
CRP004757,CUS004757,455,76.91,50878.57,39130.71,0,2026-05-30
CRP004758,CUS004758,879,14.52,34449.23,5002.03,0,2026-05-06
CRP004759,CUS004759,542,40.18,57265.45,23009.26,0,2025-09-10
CRP004760,CUS004760,482,88.05,23144.3,20378.56,0,2026-07-27
CRP004761,CUS004761,545,89.55,33201.61,29732.04,0,2025-10-23
CRP004762,CUS004762,306,53.51,33007.66,17662.4,0,2025-12-23
CRP004763,CUS004763,353,67.85,49271.45,33430.68,2,2026-01-11
CRP004764,CUS004764,387,4.65,99373.74,4620.88,0,2026-07-12
CRP004765,CUS004765,873,13.33,15975.17,2129.49,1,2026-01-17
CRP004766,CUS004766,729,13.5,71618.17,9668.45,0,2025-08-20
CRP004767,CUS004767,835,78.33,43848.48,34346.51,0,2025-09-28
CRP004768,CUS004768,483,76.66,105110.01,80577.33,0,2026-07-27
CRP004769,CUS004769,545,41.0,18204.88,7464.0,0,2025-10-15
CRP004770,CUS004770,311,52.82,52562.71,27763.62,0,2026-06-11
CRP004771,CUS004771,766,35.91,23283.94,8361.26,0,2026-03-24
CRP004772,CUS004772,779,48.99,40542.21,19861.63,0,2025-09-03
CRP004773,CUS004773,415,2.72,68288.23,1857.44,2,2025-10-17
CRP004774,CUS004774,781,54.54,23167.35,12635.47,1,2025-12-01
CRP004775,CUS004775,343,53.1,30476.43,16182.98,0,2025-12-29
CRP004776,CUS004776,789,35.52,31407.33,11155.88,2,2026-02-27
CRP004777,CUS004777,512,76.4,44909.41,34310.79,0,2026-05-13
CRP004778,CUS004778,575,58.19,54292.35,31592.72,0,2026-04-18
CRP004779,CUS004779,441,44.26,56305.12,24920.65,0,2025-10-25
CRP004780,CUS004780,673,34.44,39369.13,13558.73,0,2026-05-19
CRP004781,CUS004781,396,26.45,70103.33,18542.33,0,2026-02-08
CRP004782,CUS004782,430,76.01,68431.68,52014.92,1,2026-06-06
CRP004783,CUS004783,475,55.56,59091.43,32831.2,2,2025-08-12
CRP004784,CUS004784,397,16.3,24025.46,3916.15,0,2026-05-18
CRP004785,CUS004785,399,19.77,59200.79,11704.0,2,2026-05-09
CRP004786,CUS004786,500,58.34,62680.04,36567.54,0,2026-01-29
CRP004787,CUS004787,889,11.22,194606.92,21834.9,0,2026-07-22
CRP004788,CUS004788,844,62.5,67435.95,42147.47,2,2026-01-27
CRP004789,CUS004789,870,94.98,22616.83,21481.47,0,2026-03-29
CRP004790,CUS004790,660,94.3,126957.9,119721.3,0,2026-06-17
CRP004791,CUS004791,761,90.52,40328.3,36505.18,1,2025-12-25
CRP004792,CUS004792,883,16.52,93520.48,15449.58,0,2025-12-16
CRP004793,CUS004793,650,38.41,25139.78,9656.19,2,2025-09-15
CRP004794,CUS004794,415,60.92,101461.1,61810.1,0,2025-10-25
CRP004795,CUS004795,860,61.21,53557.13,32782.32,0,2026-06-29
CRP004796,CUS004796,567,28.14,42225.15,11882.16,0,2025-11-04
CRP004797,CUS004797,815,0.4,20311.83,81.25,0,2025-12-21
CRP004798,CUS004798,422,30.42,23711.16,7212.93,0,2025-10-19
CRP004799,CUS004799,726,69.34,78741.41,54599.29,0,2026-07-11
CRP004800,CUS004800,530,40.51,55452.66,22463.87,2,2026-04-20
CRP004801,CUS004801,596,74.82,13996.86,10472.45,0,2026-04-05
CRP004802,CUS004802,397,94.6,25022.87,23671.64,0,2026-05-03
CRP004803,CUS004803,420,48.84,14740.24,7199.13,0,2025-08-16
CRP004804,CUS004804,705,52.08,73111.6,38076.52,0,2025-08-14
CRP004805,CUS004805,623,87.89,27234.32,23936.24,0,2026-03-18
CRP004806,CUS004806,733,83.04,41050.7,34088.5,0,2026-06-07
CRP004807,CUS004807,659,9.14,65113.45,5951.37,0,2025-12-30
CRP004808,CUS004808,609,20.14,40188.34,8093.93,1,2026-06-06
CRP004809,CUS004809,818,8.32,21955.79,1826.72,0,2026-01-21
CRP004810,CUS004810,743,6.81,83559.75,5690.42,0,2025-11-24
CRP004811,CUS004811,834,58.05,149022.87,86507.78,0,2026-04-19
CRP004812,CUS004812,872,5.66,4819.85,272.8,1,2026-03-12
CRP004813,CUS004813,669,50.9,88926.18,45263.43,1,2026-07-03
CRP004814,CUS004814,493,70.74,9255.59,6547.4,0,2025-08-20
CRP004815,CUS004815,399,43.76,7087.35,3101.42,1,2025-11-27
CRP004816,CUS004816,702,78.34,53029.68,41543.45,0,2025-10-12
CRP004817,CUS004817,790,83.88,23480.1,19695.11,0,2025-12-17
CRP004818,CUS004818,378,2.46,70300.35,1729.39,2,2025-10-28
CRP004819,CUS004819,857,10.77,57696.19,6213.88,0,2025-09-27
CRP004820,CUS004820,532,86.55,10190.86,8820.19,0,2026-08-07
CRP004821,CUS004821,405,62.3,23646.2,14731.58,0,2026-05-01
CRP004822,CUS004822,524,72.23,14279.49,10314.08,0,2025-09-12
CRP004823,CUS004823,365,51.19,9951.02,5093.93,1,2025-12-10
CRP004824,CUS004824,305,48.11,28495.2,13709.04,0,2026-07-17
CRP004825,CUS004825,629,34.11,73233.29,24979.88,0,2025-12-13
CRP004826,CUS004826,449,81.72,46435.77,37947.31,1,2026-05-15
CRP004827,CUS004827,662,74.22,19708.29,14627.49,1,2025-11-13
CRP004828,CUS004828,318,16.36,68861.49,11265.74,0,2025-12-28
CRP004829,CUS004829,724,17.57,54024.4,9492.09,1,2025-12-12
CRP004830,CUS004830,330,22.47,25114.22,5643.17,0,2025-09-21
CRP004831,CUS004831,559,94.87,132520.49,125722.19,0,2026-06-20
CRP004832,CUS004832,489,51.79,97977.23,50742.41,0,2026-07-20
CRP004833,CUS004833,441,48.43,65886.34,31908.75,0,2025-08-20
CRP004834,CUS004834,864,76.67,67148.21,51482.53,0,2025-09-06
CRP004835,CUS004835,523,34.18,22334.67,7633.99,0,2026-07-21
CRP004836,CUS004836,414,41.66,74612.2,31083.44,0,2025-08-19
CRP004837,CUS004837,516,45.12,76583.08,34554.29,2,2026-06-06
CRP004838,CUS004838,593,59.43,51338.72,30510.6,0,2026-05-06
CRP004839,CUS004839,421,11.47,35968.62,4125.6,0,2025-11-24
CRP004840,CUS004840,680,21.37,5256.02,1123.21,0,2025-10-02
CRP004841,CUS004841,743,65.84,112684.31,74191.35,0,2026-07-03
CRP004842,CUS004842,688,5.37,160505.37,8619.14,0,2026-02-08
CRP004843,CUS004843,308,49.17,14421.4,7091.0,0,2026-07-27
CRP004844,CUS004844,431,74.25,45978.56,34139.08,0,2026-05-22
CRP004845,CUS004845,737,7.38,150374.4,11097.63,1,2026-01-03
CRP004846,CUS004846,661,89.71,76009.76,68188.36,0,2026-07-31
CRP004847,CUS004847,740,24.62,108327.79,26670.3,1,2025-10-20
CRP004848,CUS004848,307,33.48,131906.47,44162.29,1,2026-03-04
