risk_score_id,customer_id,risk_score,risk_category,model_name,model_version,score_timestamp
RSK005680,CUS005680,8.15,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005681,CUS005681,29.33,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005682,CUS005682,43.89,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005683,CUS005683,19.45,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005684,CUS005684,29.64,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005685,CUS005685,47.49,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005686,CUS005686,7.55,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005687,CUS005687,24.64,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005688,CUS005688,49.34,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005689,CUS005689,38.2,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005690,CUS005690,43.5,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005691,CUS005691,15.12,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005692,CUS005692,38.91,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005693,CUS005693,44.22,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005694,CUS005694,28.98,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005695,CUS005695,35.03,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005696,CUS005696,22.69,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005697,CUS005697,23.88,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005698,CUS005698,32.0,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005699,CUS005699,18.66,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005700,CUS005700,25.97,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005701,CUS005701,7.64,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005702,CUS005702,28.5,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005703,CUS005703,24.6,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005704,CUS005704,9.17,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005705,CUS005705,47.67,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005706,CUS005706,27.95,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005707,CUS005707,8.27,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005708,CUS005708,18.87,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005709,CUS005709,28.77,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005710,CUS005710,6.34,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005711,CUS005711,11.72,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005712,CUS005712,34.02,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005713,CUS005713,20.88,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005714,CUS005714,24.74,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005715,CUS005715,19.44,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005716,CUS005716,39.44,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005717,CUS005717,43.16,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005718,CUS005718,35.08,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005719,CUS005719,1.7,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005720,CUS005720,24.43,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005721,CUS005721,36.89,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005722,CUS005722,25.35,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005723,CUS005723,39.28,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005724,CUS005724,32.07,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005725,CUS005725,21.17,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005726,CUS005726,16.74,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005727,CUS005727,30.69,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005728,CUS005728,23.25,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005729,CUS005729,36.37,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005730,CUS005730,26.47,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005731,CUS005731,37.66,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005732,CUS005732,26.46,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005733,CUS005733,30.84,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005734,CUS005734,15.77,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005735,CUS005735,10.82,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005736,CUS005736,35.15,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005737,CUS005737,43.45,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005738,CUS005738,41.59,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005739,CUS005739,40.04,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005740,CUS005740,22.89,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005741,CUS005741,19.66,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005742,CUS005742,33.28,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005743,CUS005743,23.46,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005744,CUS005744,11.24,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005745,CUS005745,35.02,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005746,CUS005746,20.33,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005747,CUS005747,55.85,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005748,CUS005748,31.49,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005749,CUS005749,14.28,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005750,CUS005750,18.64,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005751,CUS005751,17.64,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005752,CUS005752,31.9,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005753,CUS005753,14.05,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005754,CUS005754,29.47,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005755,CUS005755,36.14,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005756,CUS005756,35.35,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005757,CUS005757,41.76,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005758,CUS005758,24.16,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005759,CUS005759,35.74,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005760,CUS005760,49.36,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005761,CUS005761,43.08,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005762,CUS005762,47.02,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005763,CUS005763,54.08,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005764,CUS005764,35.1,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005765,CUS005765,54.82,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005766,CUS005766,24.07,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005767,CUS005767,8.16,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005768,CUS005768,26.61,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005769,CUS005769,30.0,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005770,CUS005770,40.47,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005771,CUS005771,38.05,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005772,CUS005772,14.2,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005773,CUS005773,22.38,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005774,CUS005774,27.13,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005775,CUS005775,20.65,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005776,CUS005776,28.17,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005777,CUS005777,26.59,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005778,CUS005778,19.78,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005779,CUS005779,32.6,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005780,CUS005780,10.43,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005781,CUS005781,23.23,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005782,CUS005782,36.08,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005783,CUS005783,52.14,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005784,CUS005784,43.24,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005785,CUS005785,22.42,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005786,CUS005786,18.16,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005787,CUS005787,32.47,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005788,CUS005788,29.02,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005789,CUS005789,42.3,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005790,CUS005790,12.92,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005791,CUS005791,10.22,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005792,CUS005792,41.71,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005793,CUS005793,17.77,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005794,CUS005794,55.22,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005795,CUS005795,6.46,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005796,CUS005796,41.75,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005797,CUS005797,39.83,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005798,CUS005798,29.16,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005799,CUS005799,37.82,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005800,CUS005800,43.17,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005801,CUS005801,45.86,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005802,CUS005802,23.91,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005803,CUS005803,26.89,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005804,CUS005804,24.78,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005805,CUS005805,53.85,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005806,CUS005806,33.79,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005807,CUS005807,24.28,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005808,CUS005808,19.98,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005809,CUS005809,26.07,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005810,CUS005810,23.72,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005811,CUS005811,22.79,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005812,CUS005812,34.71,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005813,CUS005813,43.81,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005814,CUS005814,10.4,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005815,CUS005815,43.56,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005816,CUS005816,41.24,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005817,CUS005817,41.55,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005818,CUS005818,34.86,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005819,CUS005819,41.8,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005820,CUS005820,35.94,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005821,CUS005821,24.08,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005822,CUS005822,28.38,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005823,CUS005823,28.36,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005824,CUS005824,23.78,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005825,CUS005825,36.86,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005826,CUS005826,47.17,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005827,CUS005827,49.13,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005828,CUS005828,40.49,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005829,CUS005829,8.68,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005830,CUS005830,38.55,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005831,CUS005831,42.66,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005832,CUS005832,6.18,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005833,CUS005833,20.52,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005834,CUS005834,37.24,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005835,CUS005835,42.13,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005836,CUS005836,30.99,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005837,CUS005837,27.24,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005838,CUS005838,42.09,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005839,CUS005839,38.96,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005840,CUS005840,43.95,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005841,CUS005841,7.78,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005842,CUS005842,20.69,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005843,CUS005843,17.73,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005844,CUS005844,36.72,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005845,CUS005845,55.85,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005846,CUS005846,32.39,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005847,CUS005847,32.02,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005848,CUS005848,38.62,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005849,CUS005849,37.33,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005850,CUS005850,25.48,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005851,CUS005851,39.61,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005852,CUS005852,20.07,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005853,CUS005853,29.89,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005854,CUS005854,38.34,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005855,CUS005855,17.19,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005856,CUS005856,55.01,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005857,CUS005857,32.26,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005858,CUS005858,29.65,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005859,CUS005859,6.53,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005860,CUS005860,12.24,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005861,CUS005861,21.07,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005862,CUS005862,16.94,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005863,CUS005863,37.19,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005864,CUS005864,51.34,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005865,CUS005865,27.04,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005866,CUS005866,22.99,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005867,CUS005867,30.84,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005868,CUS005868,47.4,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005869,CUS005869,44.31,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005870,CUS005870,33.23,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005871,CUS005871,29.08,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005872,CUS005872,27.85,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005873,CUS005873,35.48,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005874,CUS005874,46.13,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005875,CUS005875,47.26,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005876,CUS005876,25.68,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005877,CUS005877,31.92,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005878,CUS005878,15.47,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005879,CUS005879,22.87,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005880,CUS005880,48.66,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005881,CUS005881,23.07,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005882,CUS005882,13.26,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005883,CUS005883,34.65,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005884,CUS005884,25.97,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005885,CUS005885,44.18,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005886,CUS005886,45.88,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005887,CUS005887,37.87,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005888,CUS005888,33.32,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005889,CUS005889,40.22,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005890,CUS005890,21.45,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005891,CUS005891,26.86,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005892,CUS005892,29.51,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005893,CUS005893,51.31,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005894,CUS005894,32.21,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005895,CUS005895,10.2,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005896,CUS005896,19.98,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005897,CUS005897,42.23,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005898,CUS005898,21.43,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005899,CUS005899,47.98,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005900,CUS005900,34.53,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005901,CUS005901,23.76,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005902,CUS005902,32.43,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005903,CUS005903,31.06,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005904,CUS005904,33.07,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005905,CUS005905,21.65,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005906,CUS005906,23.12,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005907,CUS005907,25.01,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005908,CUS005908,29.25,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005909,CUS005909,20.51,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005910,CUS005910,46.81,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005911,CUS005911,34.2,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005912,CUS005912,24.29,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005913,CUS005913,22.33,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005914,CUS005914,38.06,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005915,CUS005915,13.18,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005916,CUS005916,40.31,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005917,CUS005917,18.27,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005918,CUS005918,38.38,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005919,CUS005919,4.23,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005920,CUS005920,31.35,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005921,CUS005921,48.45,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005922,CUS005922,41.22,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005923,CUS005923,29.39,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005924,CUS005924,8.5,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005925,CUS005925,12.65,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005926,CUS005926,42.08,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005927,CUS005927,14.35,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005928,CUS005928,41.63,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005929,CUS005929,8.04,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005930,CUS005930,36.02,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005931,CUS005931,43.91,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005932,CUS005932,37.13,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005933,CUS005933,18.36,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005934,CUS005934,13.38,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005935,CUS005935,8.51,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005936,CUS005936,46.69,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005937,CUS005937,42.25,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005938,CUS005938,21.24,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005939,CUS005939,28.47,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005940,CUS005940,35.97,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005941,CUS005941,10.6,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005942,CUS005942,17.71,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005943,CUS005943,22.28,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005944,CUS005944,32.26,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005945,CUS005945,31.53,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005946,CUS005946,24.53,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005947,CUS005947,35.81,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005948,CUS005948,33.26,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005949,CUS005949,37.56,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005950,CUS005950,42.25,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005951,CUS005951,14.97,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005952,CUS005952,29.13,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005953,CUS005953,33.04,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005954,CUS005954,34.52,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005955,CUS005955,35.04,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005956,CUS005956,50.74,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005957,CUS005957,52.44,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005958,CUS005958,33.95,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005959,CUS005959,28.6,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005960,CUS005960,39.36,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005961,CUS005961,38.76,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005962,CUS005962,21.32,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005963,CUS005963,5.94,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005964,CUS005964,32.69,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005965,CUS005965,64.08,High,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005966,CUS005966,14.72,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005967,CUS005967,28.13,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005968,CUS005968,23.03,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005969,CUS005969,18.6,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005970,CUS005970,6.51,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005971,CUS005971,41.72,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005972,CUS005972,31.43,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005973,CUS005973,26.11,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005974,CUS005974,31.73,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005975,CUS005975,26.89,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005976,CUS005976,36.19,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005977,CUS005977,39.23,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005978,CUS005978,7.81,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005979,CUS005979,44.26,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005980,CUS005980,32.57,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005981,CUS005981,47.5,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005982,CUS005982,46.8,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005983,CUS005983,13.54,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005984,CUS005984,25.24,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005985,CUS005985,18.79,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005986,CUS005986,6.24,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005987,CUS005987,38.98,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005988,CUS005988,16.79,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005989,CUS005989,7.11,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005990,CUS005990,18.86,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005991,CUS005991,49.96,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK005992,CUS005992,29.14,Low,SuFinex Customer Risk Model,1.0,2026-06-30
