loan_id,customer_id,institution_id,loan_type,loan_amount,outstanding_amount,interest_rate,loan_status,start_date,end_date
LOAN001987,CUS005305,INS000002,Personal,608379.01,3580.54,15.4,Active,2025-07-28,2029-07-28
LOAN001988,CUS005814,INS000002,Home,50000.0,28925.42,17.865,Defaulted,2023-03-27,2024-03-27
LOAN001989,CUS004889,INS000005,Personal,50000.0,25648.09,10.836,Active,2022-01-14,2024-01-14
LOAN001990,CUS005875,INS000002,Auto,170405.42,70325.25,10.41,Active,2023-06-14,2028-06-14
LOAN001991,CUS002445,INS000004,Personal,149519.96,54805.96,14.581,Closed,2022-04-26,2026-04-26
LOAN001992,CUS008409,INS000002,Personal,290062.16,119756.07,16.66,Active,2021-12-01,2024-12-01
LOAN001993,CUS000147,INS000004,Home,138062.96,26750.54,15.94,Closed,2025-04-13,2028-04-13
LOAN001994,CUS001359,INS000005,Home,1553160.39,598961.29,10.785,Active,2023-05-30,2027-05-30
LOAN001995,CUS007627,INS000005,Personal,84860.6,73526.92,8.974,Active,2026-06-25,2029-06-25
LOAN001996,CUS006531,INS000002,Education,703365.3,173716.89,10.056,Closed,2024-01-26,2028-01-26
LOAN001997,CUS009228,INS000004,Education,1064357.13,850535.81,10.031,Closed,2023-07-15,2027-07-15
LOAN001998,CUS000392,INS000005,Personal,555152.71,75990.77,11.99,Active,2021-10-31,2022-10-31
LOAN001999,CUS003638,INS000005,Personal,213477.49,106362.2,11.816,Active,2021-10-31,2025-10-31
LOAN002000,CUS008990,INS000005,Personal,62208.15,46080.69,7.841,Active,2023-02-06,2027-02-06
LOAN002001,CUS009005,INS000005,Personal,109905.82,22066.22,13.673,Active,2021-08-27,2024-08-27
LOAN002002,CUS000308,INS000004,Personal,63755.71,30374.61,8.835,Closed,2023-09-22,2025-09-22
LOAN002003,CUS006633,INS000002,Personal,179208.3,125974.51,17.029,Active,2024-12-20,2027-12-20
LOAN002004,CUS007483,INS000003,Education,158446.41,26608.72,15.823,Closed,2025-10-24,2027-10-24
LOAN002005,CUS000344,INS000004,Personal,152235.71,93777.7,7.829,Closed,2021-09-09,2024-09-09
LOAN002006,CUS005980,INS000001,Personal,165494.34,83997.96,13.679,Active,2024-11-15,2025-11-15
LOAN002007,CUS009823,INS000002,Personal,154763.9,37240.49,13.845,Closed,2021-12-10,2026-12-10
LOAN002008,CUS004830,INS000002,Personal,280579.76,54677.08,14.032,Active,2022-11-13,2027-11-13
LOAN002009,CUS001327,INS000003,Auto,157654.32,149234.72,13.494,Active,2022-10-25,2024-10-25
LOAN002010,CUS003950,INS000002,Education,152082.78,68369.66,9.744,Active,2026-01-11,2028-01-11
LOAN002011,CUS000349,INS000002,Personal,538992.13,396143.95,14.284,Active,2021-10-08,2024-10-08
LOAN002012,CUS001052,INS000005,Personal,194259.22,126895.66,16.504,Active,2024-08-02,2029-08-02
LOAN002013,CUS009976,INS000001,Education,1155509.72,606010.54,10.489,Closed,2026-07-24,2031-07-24
LOAN002014,CUS002827,INS000003,Auto,189023.9,174485.68,17.977,Active,2022-10-19,2024-10-19
LOAN002015,CUS008064,INS000002,Personal,63151.31,8225.99,10.08,Closed,2026-03-10,2030-03-10
LOAN002016,CUS005832,INS000004,Home,438086.62,389678.11,17.952,Active,2025-07-29,2026-07-29
LOAN002017,CUS004880,INS000002,Auto,76142.52,41484.93,11.111,Active,2023-01-11,2026-01-11
LOAN002018,CUS006875,INS000002,Personal,56431.16,53048.57,11.729,Closed,2022-05-07,2025-05-07
LOAN002019,CUS002263,INS000005,Personal,153928.09,52385.72,17.244,Defaulted,2022-10-16,2026-10-16
LOAN002020,CUS000776,INS000001,Auto,213779.99,23645.56,10.896,Active,2022-09-24,2023-09-24
LOAN002021,CUS000961,INS000004,Home,56951.42,11951.52,14.061,Active,2024-09-10,2029-09-10
LOAN002022,CUS006720,INS000004,Personal,152551.5,54439.27,9.07,Closed,2022-01-21,2024-01-21
LOAN002023,CUS007971,INS000002,Personal,148587.08,108861.89,12.554,Active,2025-09-26,2027-09-26
LOAN002024,CUS002148,INS000005,Education,53386.7,11707.11,8.518,Active,2024-12-08,2026-12-08
LOAN002025,CUS008228,INS000005,Auto,94635.54,84490.4,14.179,Active,2025-07-16,2028-07-16
LOAN002026,CUS004983,INS000003,Education,1282971.21,459333.99,16.476,Closed,2022-12-15,2023-12-15
LOAN002027,CUS006484,INS000004,Home,84971.64,47739.01,11.643,Active,2024-09-13,2026-09-13
LOAN002028,CUS009240,INS000001,Home,124157.0,8841.74,12.207,Closed,2022-09-15,2026-09-15
LOAN002029,CUS003450,INS000005,Auto,231261.64,117451.87,12.729,Closed,2026-02-07,2029-02-07
LOAN002030,CUS009584,INS000003,Personal,256884.7,187429.66,13.819,Closed,2024-04-18,2027-04-18
LOAN002031,CUS001964,INS000005,Personal,463784.49,285743.33,9.194,Active,2026-02-25,2031-02-25
LOAN002032,CUS001386,INS000005,Personal,118152.65,74636.39,7.651,Active,2023-07-16,2024-07-16
LOAN002033,CUS008438,INS000005,Personal,50000.0,27936.25,10.25,Active,2024-08-03,2029-08-03
LOAN002034,CUS006518,INS000001,Personal,271290.13,256559.94,12.873,Defaulted,2022-06-18,2024-06-18
LOAN002035,CUS007975,INS000003,Personal,378941.06,143849.24,14.257,Active,2022-07-19,2026-07-19
LOAN002036,CUS003666,INS000004,Personal,78009.27,36162.92,9.946,Active,2022-09-30,2025-09-30
LOAN002037,CUS006061,INS000003,Personal,110556.97,48552.0,9.603,Closed,2022-01-11,2025-01-11
LOAN002038,CUS000793,INS000004,Auto,534737.42,130116.22,15.821,Active,2022-01-31,2026-01-31
LOAN002039,CUS001573,INS000001,Education,93428.74,33905.87,7.635,Active,2025-10-28,2028-10-28
LOAN002040,CUS008576,INS000001,Home,93617.15,47280.8,16.157,Active,2026-06-06,2030-06-06
LOAN002041,CUS006556,INS000003,Education,102279.81,62418.43,10.574,Active,2022-12-04,2026-12-04
LOAN002042,CUS004598,INS000005,Auto,180286.65,61419.77,17.936,Active,2022-12-01,2023-12-01
LOAN002043,CUS008292,INS000003,Education,155140.17,63371.39,8.297,Active,2023-11-13,2027-11-13
LOAN002044,CUS002078,INS000001,Education,196179.83,103369.51,10.932,Active,2023-11-08,2026-11-08
LOAN002045,CUS008903,INS000004,Personal,1049986.05,948142.36,9.363,Closed,2022-08-03,2026-08-03
LOAN002046,CUS005568,INS000005,Personal,183148.77,100906.95,16.453,Active,2025-05-27,2028-05-27
LOAN002047,CUS009066,INS000005,Home,95279.24,41947.34,14.129,Active,2023-11-01,2024-11-01
LOAN002048,CUS003082,INS000003,Auto,101258.41,38178.31,9.948,Closed,2022-11-01,2027-11-01
LOAN002049,CUS000540,INS000004,Education,539820.82,512733.68,17.043,Active,2022-11-24,2023-11-24
LOAN002050,CUS009835,INS000001,Personal,176474.95,166903.72,11.118,Closed,2026-07-20,2031-07-20
LOAN002051,CUS001705,INS000001,Personal,79686.45,68518.18,11.185,Active,2022-04-13,2024-04-13
LOAN002052,CUS005082,INS000002,Personal,135920.63,13888.89,11.175,Active,2021-11-27,2024-11-27
LOAN002053,CUS006778,INS000001,Auto,233715.2,66999.35,15.878,Active,2022-02-06,2023-02-06
LOAN002054,CUS007581,INS000002,Personal,339817.23,187661.4,12.52,Active,2024-12-24,2025-12-24
LOAN002055,CUS003594,INS000003,Personal,342808.48,238095.28,15.467,Closed,2026-05-24,2031-05-24
LOAN002056,CUS006785,INS000004,Auto,77192.08,62972.02,11.048,Active,2025-07-01,2028-07-01
LOAN002057,CUS008926,INS000002,Personal,50000.0,21969.7,13.741,Active,2025-03-22,2030-03-22
LOAN002058,CUS009133,INS000001,Personal,50000.0,43013.45,9.391,Active,2024-08-03,2027-08-03
LOAN002059,CUS003659,INS000005,Personal,302500.28,262221.28,10.539,Active,2025-07-21,2028-07-21
LOAN002060,CUS004679,INS000004,Auto,53536.71,4384.22,16.367,Closed,2024-03-31,2027-03-31
LOAN002061,CUS005460,INS000002,Personal,50000.0,46699.82,8.521,Active,2023-05-27,2027-05-27
LOAN002062,CUS006860,INS000001,Home,128808.38,114933.14,14.215,Active,2023-07-27,2028-07-27
LOAN002063,CUS009667,INS000001,Personal,160855.95,74412.66,14.925,Active,2026-02-08,2031-02-08
LOAN002064,CUS005973,INS000004,Personal,307169.04,70282.45,13.411,Active,2022-12-27,2027-12-27
LOAN002065,CUS006651,INS000001,Personal,194973.65,58386.22,9.304,Closed,2023-10-24,2026-10-24
LOAN002066,CUS004426,INS000005,Home,214940.81,40828.66,13.709,Active,2022-03-08,2026-03-08
LOAN002067,CUS005476,INS000003,Personal,153201.72,133419.99,9.247,Defaulted,2025-06-07,2026-06-07
LOAN002068,CUS001239,INS000001,Personal,50000.0,30357.8,13.217,Active,2024-05-22,2026-05-22
LOAN002069,CUS007818,INS000002,Personal,116322.75,39851.0,13.314,Closed,2025-12-20,2027-12-20
LOAN002070,CUS005758,INS000005,Personal,922946.42,218765.42,10.771,Closed,2025-11-22,2026-11-22
LOAN002071,CUS007071,INS000005,Home,89447.83,4660.86,10.531,Active,2025-09-14,2030-09-14
LOAN002072,CUS001477,INS000002,Auto,229046.89,102393.1,13.38,Active,2024-01-17,2028-01-17
LOAN002073,CUS003060,INS000002,Education,75311.54,16344.87,12.661,Active,2026-04-21,2027-04-21
LOAN002074,CUS003334,INS000004,Education,212758.89,2070.75,8.465,Active,2023-08-14,2027-08-14
LOAN002075,CUS005220,INS000004,Personal,194933.98,50973.06,13.143,Closed,2024-06-10,2029-06-10
LOAN002076,CUS004694,INS000003,Auto,86446.25,21872.01,15.268,Active,2021-10-24,2024-10-24
LOAN002077,CUS002980,INS000005,Home,57470.73,32828.98,10.011,Closed,2026-02-08,2028-02-08
LOAN002078,CUS000732,INS000005,Home,80125.04,27609.83,9.921,Closed,2024-01-23,2027-01-23
LOAN002079,CUS000407,INS000001,Personal,62398.92,499.3,14.47,Active,2023-12-26,2028-12-26
LOAN002080,CUS003499,INS000004,Home,50000.0,34256.06,9.33,Closed,2022-04-05,2023-04-05
LOAN002081,CUS009620,INS000002,Auto,63972.38,36790.83,17.779,Active,2023-09-15,2024-09-15
LOAN002082,CUS004542,INS000005,Auto,146888.71,4572.01,9.972,Closed,2023-02-14,2025-02-14
LOAN002083,CUS009030,INS000001,Home,61909.48,52883.44,12.505,Active,2023-05-11,2026-05-11
LOAN002084,CUS006102,INS000003,Auto,54379.99,28465.02,10.504,Active,2024-03-27,2026-03-27
LOAN002085,CUS009122,INS000004,Auto,222606.86,190477.14,12.131,Active,2024-06-28,2027-06-28
LOAN002086,CUS004134,INS000001,Education,158388.9,64514.56,14.899,Active,2021-09-19,2026-09-19
LOAN002087,CUS003709,INS000002,Personal,50000.0,5133.5,8.666,Active,2026-04-02,2029-04-02
LOAN002088,CUS004890,INS000002,Personal,233075.3,52443.66,14.621,Closed,2022-01-18,2023-01-18
LOAN002089,CUS001757,INS000003,Personal,142336.46,101296.22,15.507,Active,2023-12-25,2028-12-25
LOAN002090,CUS002394,INS000005,Personal,411933.91,385343.35,15.383,Active,2021-11-19,2025-11-19
LOAN002091,CUS000326,INS000001,Personal,75113.74,16296.71,13.414,Closed,2025-03-04,2026-03-04
LOAN002092,CUS001286,INS000001,Personal,233952.61,76335.78,16.911,Active,2026-01-15,2028-01-15
LOAN002093,CUS002167,INS000003,Education,143904.4,16073.55,10.989,Active,2026-04-09,2028-04-09
LOAN002094,CUS008917,INS000004,Personal,107602.07,10283.27,15.922,Active,2025-06-02,2027-06-02
LOAN002095,CUS004375,INS000003,Education,67902.36,41409.82,14.767,Active,2025-06-09,2030-06-09
LOAN002096,CUS000696,INS000002,Auto,271025.49,116424.29,10.968,Active,2021-11-05,2024-11-05
LOAN002097,CUS000381,INS000002,Personal,50000.0,30633.15,9.627,Closed,2026-05-30,2028-05-30
LOAN002098,CUS003492,INS000001,Personal,90913.36,46644.02,17.016,Active,2023-06-19,2024-06-19
LOAN002099,CUS004347,INS000004,Personal,288917.5,126860.67,17.709,Active,2025-12-26,2028-12-26
LOAN002100,CUS009855,INS000004,Personal,186133.42,154154.42,16.973,Closed,2026-01-15,2030-01-15
LOAN002101,CUS001521,INS000004,Personal,76669.6,15994.62,12.757,Closed,2026-05-18,2030-05-18
LOAN002102,CUS006937,INS000002,Personal,50000.0,40642.42,10.386,Active,2026-04-22,2029-04-22
LOAN002103,CUS003004,INS000005,Personal,220246.73,190939.34,12.946,Closed,2025-02-13,2030-02-13
LOAN002104,CUS004491,INS000002,Personal,95941.5,1453.72,10.671,Active,2024-02-29,2028-02-29
LOAN002105,CUS004470,INS000001,Personal,304773.95,162597.96,15.749,Active,2024-01-29,2027-01-29
LOAN002106,CUS007614,INS000003,Personal,165900.82,98193.75,17.197,Active,2026-07-03,2031-07-03
LOAN002107,CUS005284,INS000003,Personal,397866.63,327396.92,14.232,Active,2026-06-12,2031-06-12
LOAN002108,CUS002546,INS000002,Education,56729.23,37205.54,12.142,Active,2024-01-19,2028-01-19
LOAN002109,CUS005873,INS000001,Personal,153019.06,134938.32,12.327,Active,2022-05-22,2024-05-22
LOAN002110,CUS008136,INS000001,Personal,283640.28,64978.92,16.91,Active,2025-03-01,2028-03-01
LOAN002111,CUS005555,INS000002,Personal,347659.3,197974.67,11.902,Active,2024-07-28,2027-07-28
LOAN002112,CUS001497,INS000005,Home,255243.62,205359.38,7.699,Active,2025-09-04,2027-09-04
LOAN002113,CUS006135,INS000003,Personal,50000.0,25754.93,13.612,Active,2026-05-10,2030-05-10
LOAN002114,CUS002014,INS000002,Home,366916.38,73780.89,15.197,Active,2024-05-07,2027-05-07
LOAN002115,CUS004242,INS000004,Home,1423843.42,1113888.57,13.938,Active,2023-08-10,2027-08-10
LOAN002116,CUS008125,INS000005,Auto,58866.26,33300.84,8.451,Active,2026-06-14,2031-06-14
LOAN002117,CUS000802,INS000003,Auto,83565.66,47096.93,9.304,Active,2025-08-01,2030-08-01
LOAN002118,CUS009943,INS000005,Personal,80784.85,60836.56,7.832,Active,2022-11-14,2027-11-14
LOAN002119,CUS002825,INS000004,Auto,818183.22,140348.04,17.638,Active,2021-11-25,2024-11-25
LOAN002120,CUS007403,INS000002,Personal,139660.46,128836.78,15.5,Closed,2024-01-31,2026-01-31
LOAN002121,CUS007652,INS000003,Personal,51842.23,38108.6,13.2,Active,2025-01-22,2028-01-22
LOAN002122,CUS005882,INS000001,Home,727231.7,375663.23,11.49,Active,2022-04-18,2025-04-18
LOAN002123,CUS003871,INS000002,Education,149879.5,89472.04,12.082,Active,2025-06-15,2028-06-15
LOAN002124,CUS004529,INS000001,Personal,50000.0,10894.09,14.391,Active,2026-02-27,2028-02-27
LOAN002125,CUS000637,INS000001,Education,221591.48,1747.58,10.089,Active,2026-04-17,2027-04-17
LOAN002126,CUS000370,INS000005,Personal,106912.92,69399.47,14.257,Active,2025-03-17,2027-03-17
LOAN002127,CUS005497,INS000005,Personal,67495.2,58917.11,8.546,Active,2022-04-17,2025-04-17
LOAN002128,CUS006713,INS000004,Personal,184205.09,114835.52,17.831,Active,2026-04-03,2030-04-03
LOAN002129,CUS004678,INS000003,Home,137905.09,47901.29,12.072,Active,2024-12-14,2025-12-14
LOAN002130,CUS008364,INS000004,Auto,290289.47,224787.65,12.253,Active,2022-12-17,2027-12-17
LOAN002131,CUS006399,INS000004,Education,457188.86,43104.1,16.451,Active,2022-04-22,2027-04-22
LOAN002132,CUS004106,INS000004,Personal,252108.71,235219.98,15.328,Active,2023-05-08,2025-05-08
LOAN002133,CUS009450,INS000001,Personal,442203.45,186792.04,17.511,Active,2023-08-15,2024-08-15
LOAN002134,CUS000898,INS000001,Personal,135532.46,104461.75,11.259,Active,2025-08-04,2026-08-04
LOAN002135,CUS003721,INS000003,Auto,738974.77,629653.28,14.01,Active,2023-06-26,2026-06-26
LOAN002136,CUS000524,INS000003,Personal,183075.04,69667.83,10.139,Active,2021-12-29,2025-12-29
LOAN002137,CUS002516,INS000001,Auto,165189.66,129848.29,7.684,Active,2022-09-15,2026-09-15
LOAN002138,CUS005201,INS000003,Home,199759.44,71206.75,14.484,Defaulted,2021-10-31,2023-10-31
LOAN002139,CUS001994,INS000004,Personal,304115.07,68606.24,12.878,Defaulted,2026-05-25,2027-05-25
LOAN002140,CUS008711,INS000003,Personal,272630.33,211647.94,14.491,Active,2024-08-09,2029-08-09
LOAN002141,CUS000016,INS000002,Education,326461.26,64622.82,15.578,Active,2025-02-01,2026-02-01
LOAN002142,CUS002153,INS000005,Personal,50000.0,15061.82,16.918,Active,2026-07-14,2031-07-14
LOAN002143,CUS001323,INS000005,Home,172764.01,75426.76,10.418,Closed,2024-06-26,2025-06-26
LOAN002144,CUS007434,INS000002,Personal,274189.04,105119.1,17.951,Active,2026-04-24,2030-04-24
LOAN002145,CUS004589,INS000002,Home,136379.46,38364.41,16.967,Active,2026-04-09,2029-04-09
LOAN002146,CUS000573,INS000003,Personal,81004.33,8886.23,12.359,Defaulted,2023-08-15,2026-08-15
LOAN002147,CUS003547,INS000003,Personal,50000.0,13311.08,16.769,Active,2023-07-06,2025-07-06
LOAN002148,CUS009006,INS000004,Personal,79881.73,39039.76,12.788,Active,2021-09-24,2023-09-24
LOAN002149,CUS003799,INS000003,Home,67199.44,2343.01,15.785,Active,2025-12-16,2029-12-16
LOAN002150,CUS005204,INS000005,Education,369029.02,85852.37,15.285,Closed,2026-04-27,2027-04-27
LOAN002151,CUS004801,INS000003,Education,213799.51,114080.82,14.256,Active,2022-07-31,2025-07-31
LOAN002152,CUS002873,INS000001,Personal,367089.36,189266.16,14.409,Active,2026-02-25,2029-02-25
LOAN002153,CUS004011,INS000002,Personal,358376.22,302017.7,11.687,Active,2025-03-03,2026-03-03
LOAN002154,CUS004259,INS000004,Personal,443777.49,132562.52,10.471,Active,2026-05-28,2029-05-28
LOAN002155,CUS004917,INS000003,Personal,635182.34,174174.12,12.634,Active,2022-01-05,2026-01-05
LOAN002156,CUS001910,INS000004,Personal,157557.42,56189.65,10.601,Active,2025-04-17,2028-04-17
LOAN002157,CUS005777,INS000004,Auto,190479.52,129531.12,14.376,Active,2025-07-22,2029-07-22
LOAN002158,CUS005239,INS000005,Personal,465812.09,80834.96,11.677,Active,2022-06-25,2025-06-25
LOAN002159,CUS008509,INS000002,Personal,223656.26,26846.12,13.695,Closed,2025-06-13,2028-06-13
LOAN002160,CUS002329,INS000002,Personal,334654.54,87297.16,11.626,Closed,2026-07-17,2031-07-17
LOAN002161,CUS008875,INS000002,Personal,50000.0,27765.66,10.998,Active,2024-08-01,2027-08-01
LOAN002162,CUS009717,INS000001,Personal,506608.91,16007.84,12.208,Active,2025-04-21,2029-04-21
LOAN002163,CUS002291,INS000004,Personal,595968.27,464114.06,8.365,Active,2024-12-29,2027-12-29
LOAN002164,CUS009712,INS000003,Education,526432.82,166569.44,12.885,Active,2023-08-22,2024-08-22
LOAN002165,CUS007548,INS000003,Personal,58197.29,10761.81,11.214,Active,2024-02-09,2025-02-09
LOAN002166,CUS003574,INS000002,Personal,254402.15,199799.22,9.636,Active,2025-01-01,2029-01-01
LOAN002167,CUS001825,INS000001,Personal,259499.15,233083.03,11.488,Defaulted,2024-03-04,2026-03-04
LOAN002168,CUS003527,INS000004,Education,52440.58,854.63,15.73,Closed,2026-07-08,2028-07-08
LOAN002169,CUS002512,INS000003,Personal,359337.6,232834.66,13.055,Active,2024-08-28,2025-08-28
LOAN002170,CUS001917,INS000005,Personal,178372.48,60679.56,13.535,Active,2022-01-23,2024-01-23
LOAN002171,CUS009317,INS000002,Education,50000.0,27737.64,15.93,Active,2025-11-28,2028-11-28
LOAN002172,CUS006080,INS000003,Home,120099.83,66626.39,9.598,Closed,2025-05-11,2028-05-11
LOAN002173,CUS006987,INS000003,Home,521404.55,470987.65,11.785,Defaulted,2024-06-08,2027-06-08
LOAN002174,CUS007798,INS000005,Personal,187678.32,133907.41,7.946,Active,2022-10-16,2025-10-16
LOAN002175,CUS008503,INS000003,Home,1001406.51,439487.85,15.926,Closed,2021-12-08,2022-12-08
LOAN002176,CUS005297,INS000003,Home,77053.82,55977.96,14.372,Active,2022-08-06,2025-08-06
LOAN002177,CUS008706,INS000002,Personal,554418.67,212177.56,11.534,Active,2026-03-27,2028-03-27
LOAN002178,CUS002993,INS000001,Education,61459.64,1598.88,11.942,Closed,2023-08-01,2024-08-01
LOAN002179,CUS004723,INS000002,Home,497428.75,87995.68,17.697,Active,2021-10-22,2025-10-22
LOAN002180,CUS006227,INS000004,Education,529993.78,167803.83,9.563,Active,2023-07-03,2027-07-03
LOAN002181,CUS008776,INS000003,Personal,118126.9,49159.34,13.42,Active,2022-01-04,2027-01-04
LOAN002182,CUS003141,INS000004,Personal,180928.49,43813.99,17.429,Active,2025-05-22,2030-05-22
LOAN002183,CUS000299,INS000004,Personal,198179.63,131520.26,9.859,Active,2024-04-04,2029-04-04
LOAN002184,CUS000291,INS000003,Education,171898.74,1376.82,9.347,Closed,2024-06-23,2028-06-23
LOAN002185,CUS005961,INS000002,Auto,289947.3,210689.23,16.075,Active,2021-09-12,2022-09-12
LOAN002186,CUS008870,INS000005,Home,61621.49,38738.92,11.736,Defaulted,2026-04-01,2030-04-01
LOAN002187,CUS005313,INS000005,Auto,423494.21,198095.38,9.5,Active,2026-05-26,2030-05-26
LOAN002188,CUS009439,INS000002,Education,143950.35,121293.09,12.219,Closed,2024-10-21,2028-10-21
LOAN002189,CUS009555,INS000003,Auto,131903.08,3723.02,17.908,Active,2025-11-07,2026-11-07
LOAN002190,CUS009892,INS000004,Auto,311059.2,15641.01,10.406,Active,2025-01-16,2027-01-16
LOAN002191,CUS002292,INS000003,Personal,245138.03,57908.16,15.287,Active,2024-04-17,2025-04-17
LOAN002192,CUS007781,INS000005,Home,291092.4,114749.37,8.358,Active,2026-01-14,2028-01-14
LOAN002193,CUS003494,INS000002,Home,160294.01,113292.33,14.748,Active,2021-12-06,2024-12-06
LOAN002194,CUS008113,INS000003,Education,55248.72,50971.83,16.001,Active,2024-07-13,2028-07-13
LOAN002195,CUS006414,INS000005,Home,172872.66,17478.08,12.22,Closed,2026-05-30,2027-05-30
LOAN002196,CUS001703,INS000004,Personal,363475.97,276221.31,15.52,Active,2022-11-11,2025-11-11
LOAN002197,CUS008708,INS000005,Personal,66045.91,3846.9,16.088,Closed,2022-02-28,2027-02-28
LOAN002198,CUS006731,INS000003,Personal,67654.19,51302.46,11.805,Closed,2023-03-31,2028-03-31
LOAN002199,CUS005792,INS000002,Education,50000.0,15906.43,14.053,Active,2022-04-04,2023-04-04
LOAN002200,CUS005113,INS000004,Personal,246262.8,218273.1,9.351,Active,2025-04-21,2029-04-21
LOAN002201,CUS003763,INS000001,Home,307435.61,151955.62,17.727,Active,2023-09-27,2025-09-27
LOAN002202,CUS009361,INS000005,Education,1059660.25,636401.4,8.565,Active,2023-10-30,2025-10-30
LOAN002203,CUS004902,INS000003,Education,528589.69,393300.74,13.759,Defaulted,2026-06-19,2029-06-19
LOAN002204,CUS008023,INS000001,Education,483847.04,356485.32,12.625,Active,2026-05-08,2029-05-08
LOAN002205,CUS001503,INS000004,Home,466618.89,150325.21,11.309,Defaulted,2021-12-01,2024-12-01
LOAN002206,CUS005950,INS000002,Personal,204459.1,66360.33,10.49,Active,2025-12-26,2028-12-26
LOAN002207,CUS006771,INS000003,Personal,142048.71,118087.42,13.757,Active,2026-02-23,2029-02-23
LOAN002208,CUS004594,INS000005,Education,216550.15,108395.17,17.347,Active,2022-11-28,2026-11-28
LOAN002209,CUS009074,INS000002,Auto,161662.6,254.95,13.589,Active,2026-02-18,2028-02-18
LOAN002210,CUS008220,INS000002,Personal,256827.75,123248.09,9.889,Active,2026-03-27,2030-03-27
LOAN002211,CUS003674,INS000004,Home,130188.62,74709.71,12.053,Active,2024-02-23,2029-02-23
LOAN002212,CUS005474,INS000002,Personal,111645.63,16087.72,11.75,Active,2024-12-07,2026-12-07
LOAN002213,CUS008755,INS000004,Personal,114475.66,88451.19,13.547,Active,2024-03-07,2027-03-07
LOAN002214,CUS005949,INS000005,Home,293363.14,43918.58,9.361,Closed,2025-07-20,2030-07-20
LOAN002215,CUS002975,INS000003,Auto,184147.75,57739.95,17.768,Active,2023-08-20,2027-08-20
LOAN002216,CUS005433,INS000003,Personal,97777.82,6777.44,10.608,Active,2025-12-15,2026-12-15
LOAN002217,CUS002945,INS000002,Auto,251466.97,205353.24,7.618,Active,2026-07-01,2028-07-01
LOAN002218,CUS002758,INS000005,Home,218046.54,148089.06,9.646,Active,2024-07-01,2027-07-01
LOAN002219,CUS002156,INS000004,Home,146127.4,93248.89,12.774,Active,2024-01-04,2026-01-04
LOAN002220,CUS002140,INS000004,Personal,243046.47,154396.04,14.795,Active,2025-06-09,2026-06-09
LOAN002221,CUS006825,INS000005,Personal,286165.06,210908.41,15.105,Closed,2022-09-11,2023-09-11
LOAN002222,CUS001344,INS000005,Personal,412048.75,378199.95,16.265,Active,2025-02-18,2030-02-18
LOAN002223,CUS005081,INS000004,Education,362829.56,232980.55,17.023,Active,2021-11-11,2024-11-11
LOAN002224,CUS004928,INS000003,Personal,358226.89,210830.02,8.181,Active,2026-02-13,2031-02-13
LOAN002225,CUS003498,INS000005,Home,184530.75,102041.46,13.159,Active,2023-02-17,2026-02-17
LOAN002226,CUS005851,INS000005,Home,50000.0,2884.58,13.076,Active,2024-03-25,2027-03-25
LOAN002227,CUS000553,INS000002,Personal,226483.39,179540.59,16.112,Active,2024-12-23,2028-12-23
LOAN002228,CUS001127,INS000004,Education,226462.14,174129.92,13.406,Active,2022-07-01,2025-07-01
LOAN002229,CUS002083,INS000005,Personal,153576.32,142334.9,9.397,Closed,2024-12-28,2028-12-28
LOAN002230,CUS001296,INS000002,Personal,106015.3,70250.29,10.404,Defaulted,2022-02-10,2026-02-10
LOAN002231,CUS008420,INS000001,Personal,78920.96,50466.36,10.972,Active,2025-06-24,2030-06-24
LOAN002232,CUS004152,INS000005,Auto,192000.29,13902.37,14.745,Active,2022-11-02,2024-11-02
LOAN002233,CUS007612,INS000005,Auto,361556.16,59090.39,10.601,Active,2023-10-16,2027-10-16
LOAN002234,CUS002353,INS000004,Personal,227976.16,167634.21,10.714,Active,2025-11-26,2026-11-26
LOAN002235,CUS006829,INS000004,Home,173472.79,117926.12,11.473,Active,2024-04-19,2028-04-19
LOAN002236,CUS006116,INS000005,Personal,216622.04,185375.92,13.77,Active,2022-03-30,2027-03-30
LOAN002237,CUS000724,INS000004,Auto,115198.59,4600.96,12.503,Active,2022-08-27,2025-08-27
LOAN002238,CUS006552,INS000002,Personal,57039.5,14786.36,16.44,Active,2021-12-11,2026-12-11
LOAN002239,CUS005697,INS000002,Home,182384.26,143150.24,13.461,Closed,2025-06-20,2027-06-20
LOAN002240,CUS008589,INS000003,Home,150488.52,48256.65,14.339,Active,2023-06-19,2028-06-19
LOAN002241,CUS005243,INS000001,Education,69815.35,11385.74,14.104,Active,2024-06-09,2028-06-09
LOAN002242,CUS001054,INS000001,Personal,115690.68,36442.5,15.13,Active,2023-04-30,2024-04-30
LOAN002243,CUS009438,INS000004,Personal,138772.39,88397.92,16.309,Defaulted,2025-02-04,2030-02-04
LOAN002244,CUS008687,INS000004,Personal,91645.19,27449.58,12.82,Closed,2022-11-28,2024-11-28
LOAN002245,CUS003249,INS000003,Personal,521648.4,358794.02,7.993,Closed,2025-07-24,2028-07-24
LOAN002246,CUS006679,INS000004,Personal,57577.41,51777.21,8.575,Active,2021-09-21,2025-09-21
LOAN002247,CUS009728,INS000002,Personal,174874.29,115280.07,10.098,Active,2024-07-17,2027-07-17
LOAN002248,CUS003557,INS000002,Home,818787.64,700233.48,17.196,Closed,2025-08-18,2026-08-18
