ticket_id,customer_id,institution_id,issue_category,priority,status,created_date,resolved_date
TKT002649,CUS006193,INS000004,Transaction Issue,Medium,Resolved,2025-04-23,2025-04-24
TKT002650,CUS004553,INS000005,Fraud Report,High,Closed,2026-05-14,2026-05-21
TKT002651,CUS009772,INS000001,Transaction Issue,Medium,Resolved,2025-07-11,2025-07-12
TKT002652,CUS005256,INS000003,Payment Issue,Medium,In Progress,2025-09-23,
TKT002653,CUS009118,INS000004,Account Issue,Low,Closed,2025-01-18,2025-01-25
TKT002654,CUS007344,INS000005,Transaction Issue,Medium,Open,2025-06-21,
TKT002655,CUS002344,INS000003,Transaction Issue,Critical,Resolved,2026-04-03,2026-04-07
TKT002656,CUS000800,INS000003,Payment Issue,Low,Resolved,2025-10-07,2025-10-13
TKT002657,CUS007333,INS000001,Card Issue,Medium,Resolved,2024-10-02,2024-10-07
TKT002658,CUS002972,INS000001,Fraud Report,Medium,In Progress,2024-11-10,
TKT002659,CUS005954,INS000002,Loan Query,Critical,Resolved,2024-12-11,2024-12-17
TKT002660,CUS003631,INS000005,Account Issue,Low,Open,2026-05-15,
TKT002661,CUS005164,INS000005,Payment Issue,Low,Open,2024-12-23,
TKT002662,CUS000257,INS000001,Technical Issue,Critical,Closed,2025-07-31,2025-08-04
TKT002663,CUS005018,INS000005,Fraud Report,Low,Closed,2024-10-10,2024-10-17
TKT002664,CUS005778,INS000001,Fraud Report,Medium,In Progress,2025-01-30,
TKT002665,CUS006423,INS000003,Card Issue,High,Closed,2025-11-08,2025-11-09
TKT002666,CUS002087,INS000005,Fraud Report,Medium,Resolved,2025-11-12,2025-11-17
TKT002667,CUS001697,INS000004,Transaction Issue,Medium,Resolved,2026-03-11,2026-03-18
TKT002668,CUS003250,INS000005,Card Issue,Medium,Resolved,2025-11-18,2025-11-22
TKT002669,CUS009602,INS000003,Transaction Issue,Medium,Resolved,2026-04-25,2026-04-27
TKT002670,CUS007863,INS000001,Transaction Issue,Medium,Resolved,2026-08-06,2026-08-07
TKT002671,CUS003492,INS000001,Fraud Report,High,Resolved,2025-08-22,2025-08-29
TKT002672,CUS004496,INS000001,Fraud Report,Medium,Resolved,2025-05-05,2025-05-07
TKT002673,CUS002124,INS000002,Loan Query,Low,Resolved,2025-05-25,2025-05-30
TKT002674,CUS004891,INS000005,Account Issue,High,Resolved,2024-11-11,2024-11-16
TKT002675,CUS001756,INS000002,Payment Issue,Medium,Closed,2026-01-19,2026-01-20
TKT002676,CUS006215,INS000005,Loan Query,Medium,Resolved,2026-03-27,2026-03-30
TKT002677,CUS007233,INS000005,Loan Query,High,Open,2024-10-30,
TKT002678,CUS003719,INS000005,Fraud Report,High,Closed,2026-01-19,2026-01-21
TKT002679,CUS000407,INS000001,Transaction Issue,High,Resolved,2026-01-13,2026-01-15
TKT002680,CUS007477,INS000005,Payment Issue,Low,Resolved,2026-07-18,2026-07-19
TKT002681,CUS006099,INS000003,Transaction Issue,Critical,Closed,2025-09-19,2025-09-25
TKT002682,CUS005753,INS000001,Card Issue,Low,Closed,2025-05-10,2025-05-14
TKT002683,CUS004333,INS000003,Payment Issue,Critical,Resolved,2025-10-30,2025-10-31
TKT002684,CUS002944,INS000002,Account Issue,Low,Closed,2024-08-21,2024-08-27
TKT002685,CUS007753,INS000001,Transaction Issue,Medium,Resolved,2025-06-27,2025-07-02
TKT002686,CUS004704,INS000003,Loan Query,High,Resolved,2025-04-28,2025-05-01
TKT002687,CUS006010,INS000005,Transaction Issue,High,Open,2026-03-20,
TKT002688,CUS002131,INS000002,Account Issue,High,Closed,2025-05-27,2025-05-29
TKT002689,CUS002129,INS000004,Payment Issue,Low,Resolved,2026-06-07,2026-06-14
TKT002690,CUS005598,INS000003,Payment Issue,Medium,Resolved,2025-01-29,2025-02-05
TKT002691,CUS005469,INS000001,Technical Issue,Low,Resolved,2025-09-03,2025-09-10
TKT002692,CUS004025,INS000004,Card Issue,Medium,Resolved,2025-05-31,2025-06-03
TKT002693,CUS001256,INS000005,Account Issue,Low,Closed,2024-10-26,2024-10-27
TKT002694,CUS004703,INS000005,Account Issue,High,In Progress,2025-11-05,
TKT002695,CUS007905,INS000005,Technical Issue,Low,Resolved,2026-06-02,2026-06-05
TKT002696,CUS006168,INS000001,Account Issue,Low,Resolved,2024-11-23,2024-11-30
TKT002697,CUS006671,INS000002,Account Issue,Medium,Resolved,2024-10-22,2024-10-27
TKT002698,CUS003679,INS000003,Technical Issue,High,Resolved,2024-10-31,2024-11-01
TKT002699,CUS005757,INS000001,Transaction Issue,Medium,Closed,2025-04-07,2025-04-09
TKT002700,CUS008216,INS000004,Account Issue,Critical,In Progress,2024-09-22,
TKT002701,CUS009483,INS000003,Loan Query,Medium,Resolved,2024-09-19,2024-09-23
TKT002702,CUS008676,INS000001,Account Issue,Medium,In Progress,2025-10-09,
TKT002703,CUS002054,INS000003,Fraud Report,High,Closed,2026-03-01,2026-03-02
TKT002704,CUS003133,INS000005,Account Issue,Low,Resolved,2025-02-09,2025-02-11
TKT002705,CUS000585,INS000003,Fraud Report,Medium,Closed,2026-03-24,2026-03-29
TKT002706,CUS003273,INS000005,Loan Query,Medium,Open,2025-02-16,
TKT002707,CUS000497,INS000003,Payment Issue,Low,Resolved,2024-08-28,2024-08-30
TKT002708,CUS007620,INS000001,Account Issue,Medium,Closed,2025-03-04,2025-03-09
TKT002709,CUS006418,INS000005,Loan Query,Medium,Closed,2025-12-28,2026-01-02
TKT002710,CUS000777,INS000002,Loan Query,Medium,In Progress,2024-09-23,
TKT002711,CUS009945,INS000004,Loan Query,Medium,Resolved,2025-06-22,2025-06-25
TKT002712,CUS007562,INS000003,Loan Query,Medium,Resolved,2026-01-22,2026-01-23
TKT002713,CUS002817,INS000004,Loan Query,High,Resolved,2025-09-04,2025-09-08
TKT002714,CUS003504,INS000002,Account Issue,Low,Open,2025-02-21,
TKT002715,CUS001785,INS000004,Payment Issue,Medium,Closed,2024-12-09,2024-12-10
TKT002716,CUS004138,INS000001,Technical Issue,Low,Resolved,2025-05-14,2025-05-17
TKT002717,CUS001728,INS000002,Account Issue,Medium,Resolved,2026-06-08,2026-06-11
TKT002718,CUS003784,INS000005,Card Issue,Medium,Resolved,2025-11-04,2025-11-11
TKT002719,CUS008792,INS000001,Fraud Report,High,Resolved,2025-06-10,2025-06-17
TKT002720,CUS001936,INS000004,Technical Issue,Low,Resolved,2026-07-03,2026-07-05
TKT002721,CUS005993,INS000002,Transaction Issue,Medium,Resolved,2025-04-23,2025-04-28
TKT002722,CUS000703,INS000002,Transaction Issue,Critical,Resolved,2025-12-25,2026-01-01
TKT002723,CUS006571,INS000004,Transaction Issue,Low,Closed,2026-06-22,2026-06-29
TKT002724,CUS005969,INS000005,Payment Issue,Low,Resolved,2025-03-19,2025-03-24
TKT002725,CUS006542,INS000005,Transaction Issue,Low,Resolved,2025-10-05,2025-10-11
TKT002726,CUS000589,INS000004,Account Issue,Medium,Resolved,2026-03-23,2026-03-27
TKT002727,CUS007574,INS000005,Payment Issue,Medium,Resolved,2026-07-19,2026-07-21
TKT002728,CUS005196,INS000002,Transaction Issue,High,Resolved,2025-06-13,2025-06-14
TKT002729,CUS007190,INS000001,Technical Issue,Low,Closed,2024-09-01,2024-09-03
TKT002730,CUS001082,INS000003,Loan Query,Low,Resolved,2026-01-19,2026-01-21
TKT002731,CUS007663,INS000001,Technical Issue,Medium,In Progress,2024-09-10,
TKT002732,CUS000950,INS000001,Account Issue,Low,Open,2025-05-13,
TKT002733,CUS009619,INS000002,Transaction Issue,Medium,Closed,2024-10-07,2024-10-11
TKT002734,CUS006723,INS000002,Payment Issue,Medium,Closed,2025-03-19,2025-03-26
TKT002735,CUS007592,INS000001,Technical Issue,Low,Resolved,2024-08-17,2024-08-23
TKT002736,CUS005037,INS000003,Transaction Issue,Medium,Resolved,2026-06-24,2026-06-26
TKT002737,CUS000473,INS000002,Loan Query,High,Resolved,2025-08-09,2025-08-11
TKT002738,CUS007271,INS000004,Account Issue,Medium,Closed,2025-04-07,2025-04-10
TKT002739,CUS008907,INS000004,Loan Query,Medium,Resolved,2025-10-18,2025-10-21
TKT002740,CUS003300,INS000003,Transaction Issue,Low,Resolved,2024-11-04,2024-11-05
TKT002741,CUS005614,INS000001,Payment Issue,Low,Resolved,2026-05-13,2026-05-17
TKT002742,CUS007356,INS000003,Transaction Issue,Medium,Open,2026-06-07,
TKT002743,CUS004635,INS000005,Technical Issue,High,Closed,2025-07-22,2025-07-23
TKT002744,CUS002830,INS000005,Payment Issue,Medium,Closed,2026-07-01,2026-07-06
TKT002745,CUS008248,INS000005,Fraud Report,Low,In Progress,2025-10-03,
TKT002746,CUS002821,INS000005,Technical Issue,Low,Closed,2026-04-01,2026-04-06
TKT002747,CUS001567,INS000004,Payment Issue,Medium,Closed,2024-12-21,2024-12-28
TKT002748,CUS007618,INS000001,Card Issue,Medium,Resolved,2024-12-21,2024-12-28
TKT002749,CUS003626,INS000002,Payment Issue,Low,In Progress,2025-02-11,
TKT002750,CUS009807,INS000001,Account Issue,Medium,Closed,2025-01-14,2025-01-17
TKT002751,CUS009206,INS000005,Card Issue,Medium,Open,2025-12-14,
TKT002752,CUS004556,INS000001,Card Issue,Medium,Closed,2024-11-20,2024-11-21
TKT002753,CUS001598,INS000003,Transaction Issue,Medium,Resolved,2024-12-11,2024-12-18
TKT002754,CUS007818,INS000002,Transaction Issue,Medium,Closed,2025-04-20,2025-04-22
TKT002755,CUS009456,INS000002,Payment Issue,Critical,Closed,2025-07-04,2025-07-10
TKT002756,CUS001017,INS000005,Technical Issue,Medium,Closed,2025-09-17,2025-09-18
TKT002757,CUS008363,INS000004,Fraud Report,Low,Closed,2025-05-23,2025-05-30
TKT002758,CUS001863,INS000002,Account Issue,Low,In Progress,2024-10-29,
TKT002759,CUS001072,INS000003,Technical Issue,Low,Closed,2025-11-09,2025-11-16
TKT002760,CUS005947,INS000005,Card Issue,Low,Resolved,2024-08-19,2024-08-26
TKT002761,CUS006989,INS000003,Payment Issue,Low,Open,2025-11-19,
TKT002762,CUS009289,INS000002,Account Issue,Medium,Resolved,2025-12-05,2025-12-06
TKT002763,CUS009103,INS000002,Transaction Issue,Low,Resolved,2025-08-25,2025-09-01
TKT002764,CUS005239,INS000005,Account Issue,Low,Resolved,2026-04-14,2026-04-20
TKT002765,CUS006829,INS000004,Transaction Issue,Medium,Closed,2024-08-12,2024-08-14
TKT002766,CUS004092,INS000002,Fraud Report,Low,Resolved,2025-07-09,2025-07-14
TKT002767,CUS005283,INS000004,Transaction Issue,Medium,Resolved,2025-09-23,2025-09-29
TKT002768,CUS005252,INS000005,Payment Issue,Medium,Closed,2026-02-09,2026-02-15
TKT002769,CUS007699,INS000004,Account Issue,Critical,Resolved,2025-10-10,2025-10-12
TKT002770,CUS007197,INS000002,Loan Query,Medium,Closed,2025-02-01,2025-02-02
TKT002771,CUS006192,INS000005,Loan Query,High,In Progress,2025-05-09,
TKT002772,CUS009204,INS000003,Transaction Issue,Medium,Resolved,2024-12-01,2024-12-04
TKT002773,CUS006725,INS000001,Technical Issue,High,Closed,2024-12-18,2024-12-22
TKT002774,CUS009767,INS000002,Card Issue,Critical,In Progress,2024-08-30,
TKT002775,CUS008590,INS000004,Card Issue,High,Resolved,2026-05-05,2026-05-09
TKT002776,CUS002455,INS000003,Payment Issue,Medium,Resolved,2025-05-29,2025-06-03
TKT002777,CUS002714,INS000002,Transaction Issue,Low,Resolved,2025-03-20,2025-03-22
TKT002778,CUS001528,INS000002,Loan Query,Low,Closed,2025-03-08,2025-03-15
TKT002779,CUS004930,INS000001,Loan Query,Medium,Closed,2026-07-08,2026-07-11
TKT002780,CUS001324,INS000005,Transaction Issue,Medium,Resolved,2024-08-14,2024-08-16
TKT002781,CUS006557,INS000001,Card Issue,Medium,Closed,2025-12-11,2025-12-14
TKT002782,CUS002888,INS000001,Payment Issue,Low,Closed,2025-12-10,2025-12-11
TKT002783,CUS005911,INS000005,Payment Issue,Medium,Closed,2025-01-25,2025-01-29
TKT002784,CUS005826,INS000003,Account Issue,High,Closed,2025-11-05,2025-11-11
TKT002785,CUS008244,INS000004,Account Issue,Medium,Closed,2026-07-25,2026-07-31
TKT002786,CUS000600,INS000005,Payment Issue,Low,In Progress,2025-10-09,
TKT002787,CUS005388,INS000001,Loan Query,High,Resolved,2025-02-03,2025-02-05
TKT002788,CUS002581,INS000001,Card Issue,Medium,Resolved,2026-02-27,2026-03-03
TKT002789,CUS005785,INS000001,Card Issue,Low,Resolved,2025-05-07,2025-05-12
TKT002790,CUS005820,INS000001,Transaction Issue,Medium,Resolved,2026-05-01,2026-05-04
TKT002791,CUS009033,INS000005,Transaction Issue,High,Open,2026-07-04,
TKT002792,CUS000001,INS000004,Loan Query,Medium,Open,2025-11-23,
TKT002793,CUS001180,INS000001,Payment Issue,Low,Open,2025-05-01,
TKT002794,CUS007997,INS000004,Technical Issue,Medium,Closed,2026-03-10,2026-03-12
TKT002795,CUS008993,INS000002,Account Issue,Medium,Resolved,2025-06-21,2025-06-22
TKT002796,CUS001051,INS000004,Loan Query,Medium,Closed,2024-08-21,2024-08-22
TKT002797,CUS008898,INS000002,Transaction Issue,Low,Resolved,2026-03-18,2026-03-24
TKT002798,CUS007248,INS000002,Payment Issue,High,In Progress,2026-01-28,
TKT002799,CUS006621,INS000004,Loan Query,Medium,Closed,2024-11-21,2024-11-28
TKT002800,CUS005854,INS000004,Transaction Issue,Medium,Closed,2025-01-24,2025-01-26
TKT002801,CUS009041,INS000002,Technical Issue,Medium,Resolved,2025-01-26,2025-02-01
TKT002802,CUS006435,INS000005,Account Issue,Low,Resolved,2026-03-24,2026-03-26
TKT002803,CUS006329,INS000005,Transaction Issue,Low,Resolved,2024-09-29,2024-09-30
TKT002804,CUS005486,INS000005,Payment Issue,High,Resolved,2025-11-09,2025-11-16
TKT002805,CUS002989,INS000005,Transaction Issue,Medium,Resolved,2026-07-19,2026-07-24
TKT002806,CUS000468,INS000003,Payment Issue,Low,Resolved,2026-04-21,2026-04-26
TKT002807,CUS001125,INS000005,Card Issue,High,Closed,2026-07-12,2026-07-13
TKT002808,CUS006372,INS000002,Payment Issue,Medium,Resolved,2024-11-29,2024-12-06
TKT002809,CUS008143,INS000002,Transaction Issue,High,Resolved,2025-09-10,2025-09-15
TKT002810,CUS001252,INS000003,Transaction Issue,Medium,Resolved,2025-12-19,2025-12-25
TKT002811,CUS008883,INS000001,Transaction Issue,Low,Resolved,2026-03-19,2026-03-21
TKT002812,CUS002378,INS000001,Account Issue,Medium,Closed,2025-06-19,2025-06-22
TKT002813,CUS006411,INS000001,Technical Issue,Medium,Resolved,2025-09-28,2025-10-01
TKT002814,CUS009081,INS000003,Payment Issue,Low,In Progress,2024-08-25,
TKT002815,CUS004897,INS000002,Transaction Issue,Medium,In Progress,2025-07-07,
TKT002816,CUS009475,INS000004,Fraud Report,Low,Closed,2026-04-12,2026-04-14
TKT002817,CUS000966,INS000002,Transaction Issue,Low,Resolved,2025-09-28,2025-10-02
TKT002818,CUS003734,INS000001,Technical Issue,Low,Closed,2025-12-03,2025-12-10
TKT002819,CUS001110,INS000003,Account Issue,Medium,Resolved,2025-12-16,2025-12-17
TKT002820,CUS001606,INS000001,Account Issue,High,Open,2025-08-07,
TKT002821,CUS009436,INS000002,Card Issue,Low,In Progress,2026-04-20,
TKT002822,CUS006560,INS000001,Account Issue,Medium,Closed,2026-03-12,2026-03-19
TKT002823,CUS005542,INS000004,Technical Issue,Medium,In Progress,2025-09-28,
TKT002824,CUS006598,INS000004,Technical Issue,Low,Closed,2026-05-29,2026-05-31
TKT002825,CUS008221,INS000001,Payment Issue,Low,In Progress,2024-11-22,
TKT002826,CUS006583,INS000004,Loan Query,Low,Resolved,2025-03-26,2025-03-31
TKT002827,CUS002159,INS000002,Technical Issue,Medium,Closed,2025-10-15,2025-10-19
TKT002828,CUS003528,INS000001,Transaction Issue,Medium,Resolved,2025-04-13,2025-04-16
TKT002829,CUS001017,INS000005,Payment Issue,Medium,Resolved,2024-08-24,2024-08-26
TKT002830,CUS001570,INS000003,Account Issue,High,Resolved,2025-03-22,2025-03-27
TKT002831,CUS003804,INS000004,Fraud Report,High,In Progress,2026-04-12,
TKT002832,CUS008443,INS000002,Transaction Issue,Medium,Closed,2024-11-02,2024-11-06
TKT002833,CUS001631,INS000002,Technical Issue,Medium,Resolved,2026-05-18,2026-05-25
TKT002834,CUS008847,INS000001,Card Issue,Critical,Closed,2025-05-27,2025-06-02
TKT002835,CUS005069,INS000003,Payment Issue,High,Resolved,2025-07-12,2025-07-13
TKT002836,CUS000376,INS000003,Transaction Issue,High,Resolved,2025-08-24,2025-08-27
TKT002837,CUS001721,INS000004,Technical Issue,Low,Closed,2024-09-15,2024-09-17
TKT002838,CUS002452,INS000002,Transaction Issue,Low,Closed,2025-03-03,2025-03-10
TKT002839,CUS009920,INS000005,Payment Issue,Medium,Closed,2025-02-11,2025-02-17
TKT002840,CUS001293,INS000003,Payment Issue,Low,Resolved,2025-02-19,2025-02-25
TKT002841,CUS000795,INS000004,Transaction Issue,High,Resolved,2025-09-26,2025-09-29
TKT002842,CUS005071,INS000002,Account Issue,Medium,In Progress,2025-10-28,
TKT002843,CUS001258,INS000003,Account Issue,Medium,Resolved,2026-05-21,2026-05-23
TKT002844,CUS002463,INS000003,Card Issue,High,Resolved,2025-04-19,2025-04-22
TKT002845,CUS008087,INS000002,Card Issue,High,Resolved,2025-08-05,2025-08-10
TKT002846,CUS008887,INS000002,Account Issue,Medium,Closed,2026-06-13,2026-06-17
TKT002847,CUS007139,INS000003,Transaction Issue,Low,Closed,2026-06-24,2026-06-29
TKT002848,CUS006523,INS000003,Technical Issue,Low,Closed,2025-05-05,2025-05-12
TKT002849,CUS009917,INS000003,Card Issue,Medium,Closed,2025-05-26,2025-05-27
TKT002850,CUS001004,INS000004,Transaction Issue,High,Resolved,2025-01-29,2025-02-04
TKT002851,CUS007277,INS000002,Card Issue,High,Open,2025-10-25,
TKT002852,CUS009821,INS000003,Account Issue,Low,Resolved,2025-10-05,2025-10-09
TKT002853,CUS006192,INS000005,Loan Query,Medium,Closed,2024-09-12,2024-09-15
TKT002854,CUS002845,INS000002,Fraud Report,Low,Closed,2025-04-30,2025-05-03
TKT002855,CUS000283,INS000001,Account Issue,Low,Closed,2025-04-04,2025-04-11
TKT002856,CUS000227,INS000002,Card Issue,Medium,Open,2025-11-11,
TKT002857,CUS004199,INS000003,Fraud Report,Medium,Resolved,2025-01-30,2025-02-01
TKT002858,CUS008773,INS000004,Account Issue,Critical,Closed,2025-07-03,2025-07-10
TKT002859,CUS007707,INS000003,Account Issue,High,In Progress,2026-06-09,
TKT002860,CUS006246,INS000003,Card Issue,Medium,Resolved,2026-06-29,2026-07-05
TKT002861,CUS004780,INS000003,Fraud Report,Medium,Closed,2026-07-13,2026-07-14
TKT002862,CUS005632,INS000005,Account Issue,Medium,Closed,2025-03-05,2025-03-12
TKT002863,CUS006738,INS000005,Loan Query,High,Resolved,2026-06-18,2026-06-20
TKT002864,CUS007752,INS000001,Loan Query,Low,Closed,2025-08-28,2025-09-01
TKT002865,CUS005036,INS000001,Account Issue,High,Open,2025-12-10,
TKT002866,CUS007837,INS000003,Account Issue,Medium,Resolved,2026-04-19,2026-04-25
TKT002867,CUS009544,INS000001,Payment Issue,Low,Resolved,2025-11-20,2025-11-27
TKT002868,CUS005946,INS000001,Loan Query,Low,Resolved,2025-09-17,2025-09-18
TKT002869,CUS009050,INS000002,Payment Issue,High,Resolved,2025-03-06,2025-03-12
TKT002870,CUS009812,INS000002,Transaction Issue,High,Resolved,2024-09-28,2024-09-30
TKT002871,CUS002175,INS000002,Card Issue,Medium,Closed,2025-02-06,2025-02-11
TKT002872,CUS000460,INS000003,Payment Issue,Low,Resolved,2025-08-26,2025-08-31
TKT002873,CUS007760,INS000001,Card Issue,Low,Resolved,2025-04-08,2025-04-09
TKT002874,CUS001943,INS000005,Fraud Report,Medium,In Progress,2025-06-03,
TKT002875,CUS000588,INS000001,Transaction Issue,Medium,Closed,2026-06-09,2026-06-11
TKT002876,CUS007562,INS000003,Transaction Issue,Low,Resolved,2026-05-18,2026-05-25
TKT002877,CUS004053,INS000001,Payment Issue,High,Resolved,2025-12-04,2025-12-08
TKT002878,CUS005404,INS000004,Transaction Issue,Medium,Closed,2026-05-16,2026-05-22
TKT002879,CUS004771,INS000001,Loan Query,Low,Resolved,2025-08-30,2025-09-06
TKT002880,CUS007658,INS000005,Card Issue,Low,Resolved,2024-11-23,2024-11-26
TKT002881,CUS009885,INS000003,Transaction Issue,Medium,Resolved,2026-06-17,2026-06-18
TKT002882,CUS009727,INS000005,Transaction Issue,Medium,Closed,2024-10-29,2024-11-04
TKT002883,CUS004875,INS000002,Loan Query,Medium,Open,2025-04-05,
TKT002884,CUS003087,INS000005,Card Issue,Low,Resolved,2025-07-31,2025-08-02
TKT002885,CUS002779,INS000003,Loan Query,Low,In Progress,2024-08-21,
TKT002886,CUS000652,INS000002,Technical Issue,Low,Resolved,2025-01-08,2025-01-13
TKT002887,CUS003213,INS000005,Payment Issue,High,Resolved,2025-01-31,2025-02-02
TKT002888,CUS001705,INS000001,Card Issue,High,Resolved,2025-03-26,2025-03-29
TKT002889,CUS005088,INS000004,Transaction Issue,Medium,Closed,2025-09-03,2025-09-07
TKT002890,CUS003402,INS000003,Account Issue,High,Open,2026-06-22,
TKT002891,CUS005797,INS000002,Card Issue,Low,Resolved,2026-02-07,2026-02-09
TKT002892,CUS002307,INS000003,Transaction Issue,Medium,Closed,2025-02-22,2025-02-27
TKT002893,CUS000968,INS000005,Loan Query,Low,Resolved,2026-01-02,2026-01-07
TKT002894,CUS006322,INS000004,Card Issue,Low,Closed,2025-02-16,2025-02-22
TKT002895,CUS000319,INS000002,Technical Issue,Medium,Open,2025-11-11,
TKT002896,CUS000059,INS000004,Payment Issue,Medium,Resolved,2025-10-16,2025-10-19
TKT002897,CUS005720,INS000002,Transaction Issue,High,In Progress,2025-03-11,
TKT002898,CUS001396,INS000003,Loan Query,Low,Resolved,2025-02-03,2025-02-09
TKT002899,CUS005212,INS000003,Payment Issue,Medium,In Progress,2026-03-01,
TKT002900,CUS000624,INS000004,Transaction Issue,Medium,Open,2024-11-06,
TKT002901,CUS000474,INS000005,Account Issue,High,Resolved,2025-06-06,2025-06-13
TKT002902,CUS009946,INS000003,Payment Issue,Low,Closed,2025-09-15,2025-09-20
TKT002903,CUS008564,INS000003,Transaction Issue,Medium,Closed,2025-03-06,2025-03-12
TKT002904,CUS007500,INS000002,Loan Query,Low,Closed,2026-03-18,2026-03-21
TKT002905,CUS001796,INS000005,Transaction Issue,Medium,Resolved,2024-08-29,2024-09-03
TKT002906,CUS002692,INS000001,Account Issue,Low,Open,2025-03-02,
TKT002907,CUS002212,INS000002,Transaction Issue,Low,Open,2025-06-27,
TKT002908,CUS004193,INS000005,Card Issue,High,In Progress,2025-10-03,
TKT002909,CUS006108,INS000005,Payment Issue,Medium,In Progress,2026-04-22,
TKT002910,CUS004585,INS000001,Payment Issue,Medium,Open,2025-03-01,
TKT002911,CUS007799,INS000002,Transaction Issue,Medium,Resolved,2024-12-19,2024-12-24
TKT002912,CUS002158,INS000004,Account Issue,Critical,Resolved,2024-09-30,2024-10-05
TKT002913,CUS008961,INS000001,Transaction Issue,Medium,Resolved,2024-12-03,2024-12-04
TKT002914,CUS008535,INS000001,Card Issue,High,In Progress,2025-12-13,
TKT002915,CUS001938,INS000002,Payment Issue,Medium,Resolved,2025-11-16,2025-11-22
TKT002916,CUS008683,INS000004,Loan Query,Medium,Resolved,2025-05-13,2025-05-15
TKT002917,CUS008481,INS000002,Account Issue,Low,Resolved,2024-11-30,2024-12-07
TKT002918,CUS006819,INS000003,Payment Issue,Critical,Resolved,2025-08-16,2025-08-23
TKT002919,CUS003180,INS000001,Account Issue,Medium,Resolved,2025-05-01,2025-05-04
TKT002920,CUS006203,INS000001,Loan Query,Critical,Resolved,2025-01-22,2025-01-24
TKT002921,CUS007559,INS000002,Card Issue,Medium,Resolved,2025-08-27,2025-08-29
TKT002922,CUS005442,INS000002,Transaction Issue,Medium,Resolved,2025-11-22,2025-11-28
TKT002923,CUS003529,INS000004,Card Issue,Medium,Closed,2025-01-03,2025-01-07
TKT002924,CUS007446,INS000001,Loan Query,Low,Resolved,2024-11-21,2024-11-22
TKT002925,CUS007816,INS000001,Technical Issue,Medium,Closed,2024-09-14,2024-09-20
TKT002926,CUS005832,INS000004,Transaction Issue,High,Closed,2025-11-21,2025-11-24
TKT002927,CUS002225,INS000004,Loan Query,High,Resolved,2026-01-12,2026-01-19
TKT002928,CUS000392,INS000005,Loan Query,Critical,Open,2026-05-22,
TKT002929,CUS006513,INS000002,Technical Issue,Critical,Resolved,2025-04-24,2025-04-29
TKT002930,CUS007881,INS000005,Card Issue,Low,In Progress,2024-12-27,
TKT002931,CUS004459,INS000005,Transaction Issue,Medium,Resolved,2026-01-15,2026-01-22
TKT002932,CUS002521,INS000004,Transaction Issue,Medium,In Progress,2024-08-23,
TKT002933,CUS006051,INS000005,Account Issue,Low,Resolved,2026-06-25,2026-06-30
TKT002934,CUS006501,INS000005,Transaction Issue,High,Resolved,2024-11-28,2024-12-04
TKT002935,CUS006348,INS000003,Technical Issue,Medium,Resolved,2026-06-22,2026-06-26
TKT002936,CUS005793,INS000001,Loan Query,Medium,Resolved,2026-03-06,2026-03-09
TKT002937,CUS004327,INS000003,Transaction Issue,Medium,Closed,2025-02-12,2025-02-13
TKT002938,CUS008674,INS000001,Fraud Report,High,Closed,2025-08-17,2025-08-18
TKT002939,CUS008701,INS000001,Transaction Issue,Low,Closed,2025-04-25,2025-04-28
TKT002940,CUS003135,INS000003,Technical Issue,Low,Resolved,2025-10-24,2025-10-29
TKT002941,CUS005384,INS000004,Transaction Issue,Medium,Resolved,2024-12-04,2024-12-11
TKT002942,CUS004799,INS000005,Account Issue,High,Resolved,2026-03-11,2026-03-16
TKT002943,CUS004904,INS000002,Technical Issue,Medium,Closed,2025-10-30,2025-11-03
TKT002944,CUS006109,INS000001,Payment Issue,Low,Open,2025-01-10,
TKT002945,CUS000072,INS000005,Transaction Issue,Medium,Resolved,2025-11-09,2025-11-13
TKT002946,CUS009654,INS000005,Account Issue,High,Closed,2025-03-19,2025-03-25
TKT002947,CUS008416,INS000004,Account Issue,Low,Closed,2025-04-14,2025-04-20
TKT002948,CUS002354,INS000003,Transaction Issue,Low,Resolved,2025-06-25,2025-07-02
TKT002949,CUS007975,INS000003,Transaction Issue,Medium,Resolved,2025-11-30,2025-12-02
TKT002950,CUS008496,INS000005,Loan Query,Medium,Resolved,2025-08-20,2025-08-23
TKT002951,CUS002285,INS000005,Account Issue,Low,Closed,2025-11-30,2025-12-02
TKT002952,CUS008733,INS000003,Fraud Report,Medium,Resolved,2025-08-09,2025-08-10
TKT002953,CUS003676,INS000005,Transaction Issue,Medium,Open,2024-12-21,
TKT002954,CUS004619,INS000004,Card Issue,Medium,Open,2025-07-16,
TKT002955,CUS008034,INS000004,Loan Query,Low,Resolved,2025-04-18,2025-04-23
TKT002956,CUS007528,INS000005,Account Issue,Low,Closed,2025-10-18,2025-10-25
TKT002957,CUS008219,INS000003,Technical Issue,Medium,Resolved,2025-07-23,2025-07-25
TKT002958,CUS000466,INS000002,Payment Issue,Low,Resolved,2025-01-10,2025-01-16
TKT002959,CUS004680,INS000001,Technical Issue,Medium,Resolved,2024-10-24,2024-10-28
TKT002960,CUS006373,INS000001,Fraud Report,Low,Resolved,2026-07-17,2026-07-22
TKT002961,CUS005664,INS000005,Payment Issue,Low,Closed,2026-02-09,2026-02-13
TKT002962,CUS003825,INS000001,Card Issue,High,Resolved,2025-08-07,2025-08-10
